"","Site","Time","BP","NO","NO2","NOX","O3","PM10","PM2.5","SOLR","TMP","WDIR","WSPD","TimeHours","TimeHoursNum","Date","Year","Month","Week","Day","lag.1.BP","lag.1.NO","lag.1.NO2","lag.1.NOX","lag.1.O3","lag.1.PM10","lag.1.PM2.5","lag.1.SOLR","lag.1.TMP","lag.1.WDIR","lag.1.WSPD","lag.2.BP","lag.2.NO","lag.2.NO2","lag.2.NOX","lag.2.O3","lag.2.PM10","lag.2.PM2.5","lag.2.SOLR","lag.2.TMP","lag.2.WDIR","lag.2.WSPD","lag.3.BP","lag.3.NO","lag.3.NO2","lag.3.NOX","lag.3.O3","lag.3.PM10","lag.3.PM2.5","lag.3.SOLR","lag.3.TMP","lag.3.WDIR","lag.3.WSPD"
"1","GR4","27/04/2009 09:00",1000,5,10.5,18.2,59.4,12.2,6,367,14,116,2,"09:00",9,2009-04-27,2009,4,17,"Monday",1000,10.9,16.7,33.5,51.4,12.5,10,211,12,113,1.6,1000,2.5,16.7,20.6,59.9,18.1,13,64,10,101,1.1,1001,3.4,17.7,23,54.9,23.6,17,36,8,102,1
"2","GR4","27/04/2009 10:00",999,5.3,7.7,15.8,68.4,12.4,10,504,15,156,1.7,"10:00",10,2009-04-27,2009,4,17,"Monday",1000,5,10.5,18.2,59.4,12.2,6,367,14,116,2,1000,10.9,16.7,33.5,51.4,12.5,10,211,12,113,1.6,1000,2.5,16.7,20.6,59.9,18.1,13,64,10,101,1.1
"3","GR4","27/04/2009 11:00",999,3.4,5.3,10.5,67.9,11.8,11,478,16,161,1.4,"11:00",11,2009-04-27,2009,4,17,"Monday",999,5.3,7.7,15.8,68.4,12.4,10,504,15,156,1.7,1000,5,10.5,18.2,59.4,12.2,6,367,14,116,2,1000,10.9,16.7,33.5,51.4,12.5,10,211,12,113,1.6
"4","GR4","27/04/2009 12:00",998,2.2,8.6,12,73.8,11,9,697,16,159,1.5,"12:00",12,2009-04-27,2009,4,17,"Monday",999,3.4,5.3,10.5,67.9,11.8,11,478,16,161,1.4,999,5.3,7.7,15.8,68.4,12.4,10,504,15,156,1.7,1000,5,10.5,18.2,59.4,12.2,6,367,14,116,2
"5","GR4","27/04/2009 13:00",997,14,25.8,47.3,75.3,11.7,8,873,17,180,1.7,"13:00",13,2009-04-27,2009,4,17,"Monday",998,2.2,8.6,12,73.8,11,9,697,16,159,1.5,999,3.4,5.3,10.5,67.9,11.8,11,478,16,161,1.4,999,5.3,7.7,15.8,68.4,12.4,10,504,15,156,1.7
"6","GR4","27/04/2009 14:00",997,3.1,17.7,22.5,75.3,11.8,11,857,17,170,1.5,"14:00",14,2009-04-27,2009,4,17,"Monday",997,14,25.8,47.3,75.3,11.7,8,873,17,180,1.7,998,2.2,8.6,12,73.8,11,9,697,16,159,1.5,999,3.4,5.3,10.5,67.9,11.8,11,478,16,161,1.4
"7","GR4","27/04/2009 15:00",996,3.1,14.8,19.6,73.8,8.3,6,652,16,171,1.5,"15:00",15,2009-04-27,2009,4,17,"Monday",997,3.1,17.7,22.5,75.3,11.8,11,857,17,170,1.5,997,14,25.8,47.3,75.3,11.7,8,873,17,180,1.7,998,2.2,8.6,12,73.8,11,9,697,16,159,1.5
"8","GR4","27/04/2009 16:00",996,2.2,16.7,20.1,69.4,11.7,7,351,16,207,1.3,"16:00",16,2009-04-27,2009,4,17,"Monday",996,3.1,14.8,19.6,73.8,8.3,6,652,16,171,1.5,997,3.1,17.7,22.5,75.3,11.8,11,857,17,170,1.5,997,14,25.8,47.3,75.3,11.7,8,873,17,180,1.7
"9","GR4","28/04/2009 09:00",988,5.3,21,29.2,52.9,21,15,113,10,183,1.9,"09:00",9,2009-04-28,2009,4,17,"Tuesday",988,10,24.9,40.2,44.9,23.8,19,98,10,175,1,989,20.6,35.4,66.9,22.5,26.4,18,90,10,185,1.7,990,25.3,39.2,77.9,9.5,20,15,57,9,192,1.4
"10","GR4","28/04/2009 10:00",987,4.1,21.5,27.7,54.9,18.8,12,234,10,191,2.4,"10:00",10,2009-04-28,2009,4,17,"Tuesday",988,5.3,21,29.2,52.9,21,15,113,10,183,1.9,988,10,24.9,40.2,44.9,23.8,19,98,10,175,1,989,20.6,35.4,66.9,22.5,26.4,18,90,10,185,1.7
"11","GR4","28/04/2009 11:00",986,27.1,24.4,66,51.4,19.4,13,210,10,156,2.1,"11:00",11,2009-04-28,2009,4,17,"Tuesday",987,4.1,21.5,27.7,54.9,18.8,12,234,10,191,2.4,988,5.3,21,29.2,52.9,21,15,113,10,183,1.9,988,10,24.9,40.2,44.9,23.8,19,98,10,175,1
"12","GR4","28/04/2009 12:00",986,2.2,11,14.3,69.8,14.5,9,123,9,213,2.2,"12:00",12,2009-04-28,2009,4,17,"Tuesday",986,27.1,24.4,66,51.4,19.4,13,210,10,156,2.1,987,4.1,21.5,27.7,54.9,18.8,12,234,10,191,2.4,988,5.3,21,29.2,52.9,21,15,113,10,183,1.9
"13","GR4","28/04/2009 13:00",987,5.9,15.8,24.9,65.9,16.7,10,176,8,228,2.4,"13:00",13,2009-04-28,2009,4,17,"Tuesday",986,2.2,11,14.3,69.8,14.5,9,123,9,213,2.2,986,27.1,24.4,66,51.4,19.4,13,210,10,156,2.1,987,4.1,21.5,27.7,54.9,18.8,12,234,10,191,2.4
"14","GR4","28/04/2009 14:00",987,3.7,22.5,28.2,54.4,15.9,12,155,8,192,1.9,"14:00",14,2009-04-28,2009,4,17,"Tuesday",987,5.9,15.8,24.9,65.9,16.7,10,176,8,228,2.4,986,2.2,11,14.3,69.8,14.5,9,123,9,213,2.2,986,27.1,24.4,66,51.4,19.4,13,210,10,156,2.1
"15","GR4","28/04/2009 15:00",987,4.7,22.5,29.6,51.9,12.7,9,129,8,215,1.7,"15:00",15,2009-04-28,2009,4,17,"Tuesday",987,3.7,22.5,28.2,54.4,15.9,12,155,8,192,1.9,987,5.9,15.8,24.9,65.9,16.7,10,176,8,228,2.4,986,2.2,11,14.3,69.8,14.5,9,123,9,213,2.2
"16","GR4","28/04/2009 16:00",987,3.4,32,37.3,41.4,12,10,106,9,203,1.5,"16:00",16,2009-04-28,2009,4,17,"Tuesday",987,4.7,22.5,29.6,51.9,12.7,9,129,8,215,1.7,987,3.7,22.5,28.2,54.4,15.9,12,155,8,192,1.9,987,5.9,15.8,24.9,65.9,16.7,10,176,8,228,2.4
"17","GR4","29/04/2009 09:00",992,5.9,13.4,22.5,76.3,11.5,10,245,10,183,0.8,"09:00",9,2009-04-29,2009,4,17,"Wednesday",992,6.2,17.7,27.3,64.9,23.2,19,205,10,130,0.8,991,43.3,51.6,118.1,18.5,38.7,26,70,7,128,0.5,991,133.8,62.2,267.29999,3,35.9,27,40,5,205,0.4
"18","GR4","29/04/2009 10:00",992,1.9,5.3,8.1,85.3,11.3,7,127,10,217,0.9,"10:00",10,2009-04-29,2009,4,17,"Wednesday",992,5.9,13.4,22.5,76.3,11.5,10,245,10,183,0.8,992,6.2,17.7,27.3,64.9,23.2,19,205,10,130,0.8,991,43.3,51.6,118.1,18.5,38.7,26,70,7,128,0.5
"19","GR4","29/04/2009 11:00",992,6.2,4.8,14.3,87.8,13.5,10,105,11,188,0.3,"11:00",11,2009-04-29,2009,4,17,"Wednesday",992,1.9,5.3,8.1,85.3,11.3,7,127,10,217,0.9,992,5.9,13.4,22.5,76.3,11.5,10,245,10,183,0.8,992,6.2,17.7,27.3,64.9,23.2,19,205,10,130,0.8
"20","GR4","29/04/2009 12:00",993,7.8,8.1,20.1,87.8,12.4,8,179,11,132,0.6,"12:00",12,2009-04-29,2009,4,17,"Wednesday",992,6.2,4.8,14.3,87.8,13.5,10,105,11,188,0.3,992,1.9,5.3,8.1,85.3,11.3,7,127,10,217,0.9,992,5.9,13.4,22.5,76.3,11.5,10,245,10,183,0.8
"21","GR4","29/04/2009 13:00",993,9.4,12.9,27.3,85.8,12.2,12,256,12,176,1,"13:00",13,2009-04-29,2009,4,17,"Wednesday",993,7.8,8.1,20.1,87.8,12.4,8,179,11,132,0.6,992,6.2,4.8,14.3,87.8,13.5,10,105,11,188,0.3,992,1.9,5.3,8.1,85.3,11.3,7,127,10,217,0.9
"22","GR4","29/04/2009 14:00",993,3.1,8.6,13.4,91.3,17.5,12,73,10,163,1.1,"14:00",14,2009-04-29,2009,4,17,"Wednesday",993,9.4,12.9,27.3,85.8,12.2,12,256,12,176,1,993,7.8,8.1,20.1,87.8,12.4,8,179,11,132,0.6,992,6.2,4.8,14.3,87.8,13.5,10,105,11,188,0.3
"23","GR4","29/04/2009 15:00",994,2.8,7.7,12,102.8,25.7,16,206,9,275,0.3,"15:00",15,2009-04-29,2009,4,17,"Wednesday",993,3.1,8.6,13.4,91.3,17.5,12,73,10,163,1.1,993,9.4,12.9,27.3,85.8,12.2,12,256,12,176,1,993,7.8,8.1,20.1,87.8,12.4,8,179,11,132,0.6
"24","GR4","29/04/2009 16:00",994,1.2,10.5,12.4,99.8,13.7,10,135,10,282,0.2,"16:00",16,2009-04-29,2009,4,17,"Wednesday",994,2.8,7.7,12,102.8,25.7,16,206,9,275,0.3,993,3.1,8.6,13.4,91.3,17.5,12,73,10,163,1.1,993,9.4,12.9,27.3,85.8,12.2,12,256,12,176,1
"25","GR4","30/04/2009 09:00",1000,4.7,13.9,21,42.4,29.1,22,389,13,150,1,"09:00",9,2009-04-30,2009,4,17,"Thursday",1000,5.6,21,29.6,36.9,32.3,23,217,12,179,0.9,999,7.5,33,44.5,29.4,31.9,24,68,9,230,0.4,999,5.3,36.3,44.5,29.4,32.4,23,37,7,168,0.2
"26","GR4","30/04/2009 10:00",1000,1.9,9.1,12,53.9,22.2,15,558,14,155,1.4,"10:00",10,2009-04-30,2009,4,17,"Thursday",1000,4.7,13.9,21,42.4,29.1,22,389,13,150,1,1000,5.6,21,29.6,36.9,32.3,23,217,12,179,0.9,999,7.5,33,44.5,29.4,31.9,24,68,9,230,0.4
"27","GR4","30/04/2009 11:00",1001,1.9,7.7,10.5,57.9,23.5,14,698,15,175,1.5,"11:00",11,2009-04-30,2009,4,17,"Thursday",1000,1.9,9.1,12,53.9,22.2,15,558,14,155,1.4,1000,4.7,13.9,21,42.4,29.1,22,389,13,150,1,1000,5.6,21,29.6,36.9,32.3,23,217,12,179,0.9
"28","GR4","30/04/2009 12:00",1001,1.9,9.1,12,56.4,20.5,15,680,16,189,1.5,"12:00",12,2009-04-30,2009,4,17,"Thursday",1001,1.9,7.7,10.5,57.9,23.5,14,698,15,175,1.5,1000,1.9,9.1,12,53.9,22.2,15,558,14,155,1.4,1000,4.7,13.9,21,42.4,29.1,22,389,13,150,1
"29","GR4","30/04/2009 13:00",1001,6.2,11,20.6,57.4,21.4,15,381,16,185,1.5,"13:00",13,2009-04-30,2009,4,17,"Thursday",1001,1.9,9.1,12,56.4,20.5,15,680,16,189,1.5,1001,1.9,7.7,10.5,57.9,23.5,14,698,15,175,1.5,1000,1.9,9.1,12,53.9,22.2,15,558,14,155,1.4
"30","GR4","30/04/2009 14:00",1002,2.8,10,14.3,59.4,15.3,11,611,16,205,2,"14:00",14,2009-04-30,2009,4,17,"Thursday",1001,6.2,11,20.6,57.4,21.4,15,381,16,185,1.5,1001,1.9,9.1,12,56.4,20.5,15,680,16,189,1.5,1001,1.9,7.7,10.5,57.9,23.5,14,698,15,175,1.5
"31","GR4","30/04/2009 15:00",1002,3.1,9.6,14.3,64.4,14,9,645,16,202,1.9,"15:00",15,2009-04-30,2009,4,17,"Thursday",1002,2.8,10,14.3,59.4,15.3,11,611,16,205,2,1001,6.2,11,20.6,57.4,21.4,15,381,16,185,1.5,1001,1.9,9.1,12,56.4,20.5,15,680,16,189,1.5
"32","GR4","30/04/2009 16:00",1002,1.9,9.1,12,63.4,14.2,10,357,16,198,1.3,"16:00",16,2009-04-30,2009,4,17,"Thursday",1002,3.1,9.6,14.3,64.4,14,9,645,16,202,1.9,1002,2.8,10,14.3,59.4,15.3,11,611,16,205,2,1001,6.2,11,20.6,57.4,21.4,15,381,16,185,1.5
"33","GR4","01/05/2009 09:00",1006,2.2,9.1,12.4,76.8,27.7,16,114,13,127,1,"09:00",9,2009-05-01,2009,5,17,"Friday",1006,4.4,18.6,25.3,66.9,25.9,17,195,12,140,1.5,1006,18.1,37.3,65,29.4,29.8,20,101,11,125,2,1006,122.9,60.7,249.10001,2,45.9,33,52,10,131,1.7
"34","GR4","01/05/2009 10:00",1006,10.3,11.5,27.3,73.3,23.1,14,240,14,143,1.3,"10:00",10,2009-05-01,2009,5,17,"Friday",1006,2.2,9.1,12.4,76.8,27.7,16,114,13,127,1,1006,4.4,18.6,25.3,66.9,25.9,17,195,12,140,1.5,1006,18.1,37.3,65,29.4,29.8,20,101,11,125,2
"35","GR4","01/05/2009 11:00",1006,5,7.7,15.3,74.3,19.6,12,246,15,129,1.4,"11:00",11,2009-05-01,2009,5,17,"Friday",1006,10.3,11.5,27.3,73.3,23.1,14,240,14,143,1.3,1006,2.2,9.1,12.4,76.8,27.7,16,114,13,127,1,1006,4.4,18.6,25.3,66.9,25.9,17,195,12,140,1.5
"36","GR4","01/05/2009 12:00",1006,2.8,3.8,8.1,78.8,16.8,8,194,15,176,1,"12:00",12,2009-05-01,2009,5,17,"Friday",1006,5,7.7,15.3,74.3,19.6,12,246,15,129,1.4,1006,10.3,11.5,27.3,73.3,23.1,14,240,14,143,1.3,1006,2.2,9.1,12.4,76.8,27.7,16,114,13,127,1
"37","GR4","01/05/2009 13:00",1007,3.7,10,15.8,71.8,16.5,12,227,16,163,0.9,"13:00",13,2009-05-01,2009,5,17,"Friday",1006,2.8,3.8,8.1,78.8,16.8,8,194,15,176,1,1006,5,7.7,15.3,74.3,19.6,12,246,15,129,1.4,1006,10.3,11.5,27.3,73.3,23.1,14,240,14,143,1.3
"38","GR4","01/05/2009 14:00",1007,2.5,7.7,11.5,71.8,15.9,13,212,16,145,1.3,"14:00",14,2009-05-01,2009,5,17,"Friday",1007,3.7,10,15.8,71.8,16.5,12,227,16,163,0.9,1006,2.8,3.8,8.1,78.8,16.8,8,194,15,176,1,1006,5,7.7,15.3,74.3,19.6,12,246,15,129,1.4
"39","GR4","01/05/2009 15:00",1007,3.7,14.8,20.6,64.9,19.7,15,292,17,185,1,"15:00",15,2009-05-01,2009,5,17,"Friday",1007,2.5,7.7,11.5,71.8,15.9,13,212,16,145,1.3,1007,3.7,10,15.8,71.8,16.5,12,227,16,163,0.9,1006,2.8,3.8,8.1,78.8,16.8,8,194,15,176,1
"40","GR4","01/05/2009 16:00",1008,4.1,17.7,23.9,68.4,25.9,17,237,16,155,1,"16:00",16,2009-05-01,2009,5,17,"Friday",1007,3.7,14.8,20.6,64.9,19.7,15,292,17,185,1,1007,2.5,7.7,11.5,71.8,15.9,13,212,16,145,1.3,1007,3.7,10,15.8,71.8,16.5,12,227,16,163,0.9
"41","GR4","15/06/2009 09:00",1009,12.2,35.4,54,29.4,45.6,28,368,20,227,1.2,"09:00",9,2009-06-15,2009,6,24,"Monday",1009,9.7,36.8,51.6,30.9,43.4,27,219,19,241,1,1009,21.2,50.4,82.9,14.5,46.3,28,89,17,259,0.9,1009,13.4,42.6,63.1,9.5,41.4,30,49,16,248,1.2
"42","GR4","15/06/2009 10:00",1009,10.6,29.6,45.9,40.9,40.7,25,464,20,184,1,"10:00",10,2009-06-15,2009,6,24,"Monday",1009,12.2,35.4,54,29.4,45.6,28,368,20,227,1.2,1009,9.7,36.8,51.6,30.9,43.4,27,219,19,241,1,1009,21.2,50.4,82.9,14.5,46.3,28,89,17,259,0.9
"43","GR4","15/06/2009 11:00",1009,4.7,20.1,27.3,56.9,36.5,23,482,21,212,1.3,"11:00",11,2009-06-15,2009,6,24,"Monday",1009,10.6,29.6,45.9,40.9,40.7,25,464,20,184,1,1009,12.2,35.4,54,29.4,45.6,28,368,20,227,1.2,1009,9.7,36.8,51.6,30.9,43.4,27,219,19,241,1
"44","GR4","15/06/2009 12:00",1009,1.9,10,12.9,74.8,28.1,20,801,22,223,1.2,"12:00",12,2009-06-15,2009,6,24,"Monday",1009,4.7,20.1,27.3,56.9,36.5,23,482,21,212,1.3,1009,10.6,29.6,45.9,40.9,40.7,25,464,20,184,1,1009,12.2,35.4,54,29.4,45.6,28,368,20,227,1.2
"45","GR4","15/06/2009 13:00",1009,3.1,15.8,20.6,63.9,34.2,22,502,22,199,0.9,"13:00",13,2009-06-15,2009,6,24,"Monday",1009,1.9,10,12.9,74.8,28.1,20,801,22,223,1.2,1009,4.7,20.1,27.3,56.9,36.5,23,482,21,212,1.3,1009,10.6,29.6,45.9,40.9,40.7,25,464,20,184,1
"46","GR4","15/06/2009 14:00",1009,1.9,16.3,19.1,67.4,37.2,23,493,22,278,0.8,"14:00",14,2009-06-15,2009,6,24,"Monday",1009,3.1,15.8,20.6,63.9,34.2,22,502,22,199,0.9,1009,1.9,10,12.9,74.8,28.1,20,801,22,223,1.2,1009,4.7,20.1,27.3,56.9,36.5,23,482,21,212,1.3
"47","GR4","15/06/2009 15:00",1008,3.1,25.8,30.6,61.4,29.5,22,460,23,267,0.9,"15:00",15,2009-06-15,2009,6,24,"Monday",1009,1.9,16.3,19.1,67.4,37.2,23,493,22,278,0.8,1009,3.1,15.8,20.6,63.9,34.2,22,502,22,199,0.9,1009,1.9,10,12.9,74.8,28.1,20,801,22,223,1.2
"48","GR4","15/06/2009 16:00",1008,3.7,35.4,41.1,44.9,37.2,24,461,23,190,0.9,"16:00",16,2009-06-15,2009,6,24,"Monday",1008,3.1,25.8,30.6,61.4,29.5,22,460,23,267,0.9,1009,1.9,16.3,19.1,67.4,37.2,23,493,22,278,0.8,1009,3.1,15.8,20.6,63.9,34.2,22,502,22,199,0.9
"49","GR4","16/06/2009 09:00",1007,8.1,22,34.4,39.4,28,25,259,18,357,0.9,"09:00",9,2009-06-16,2009,6,24,"Tuesday",1007,6.5,20.6,30.6,35.4,33.8,22,186,17,197,0.7,1008,5.9,21.5,30.6,26.9,27.9,22,141,17,42,0.5,1008,10.3,27.3,43,16.5,26.8,19,81,15,53,0.2
"50","GR4","16/06/2009 10:00",1007,4.1,17.7,23.9,46.4,30.1,19,414,20,73,1.1,"10:00",10,2009-06-16,2009,6,24,"Tuesday",1007,8.1,22,34.4,39.4,28,25,259,18,357,0.9,1007,6.5,20.6,30.6,35.4,33.8,22,186,17,197,0.7,1008,5.9,21.5,30.6,26.9,27.9,22,141,17,42,0.5
"51","GR4","16/06/2009 11:00",1006,5.3,14.8,23,54.4,25.8,18,489,21,151,1.1,"11:00",11,2009-06-16,2009,6,24,"Tuesday",1007,4.1,17.7,23.9,46.4,30.1,19,414,20,73,1.1,1007,8.1,22,34.4,39.4,28,25,259,18,357,0.9,1007,6.5,20.6,30.6,35.4,33.8,22,186,17,197,0.7
"52","GR4","16/06/2009 12:00",1005,4.1,13.9,20.1,58.9,21.7,14,636,22,136,1,"12:00",12,2009-06-16,2009,6,24,"Tuesday",1006,5.3,14.8,23,54.4,25.8,18,489,21,151,1.1,1007,4.1,17.7,23.9,46.4,30.1,19,414,20,73,1.1,1007,8.1,22,34.4,39.4,28,25,259,18,357,0.9
"53","GR4","16/06/2009 13:00",1005,9,15.8,29.6,59.4,19.9,14,126,21,153,0.6,"13:00",13,2009-06-16,2009,6,24,"Tuesday",1005,4.1,13.9,20.1,58.9,21.7,14,636,22,136,1,1006,5.3,14.8,23,54.4,25.8,18,489,21,151,1.1,1007,4.1,17.7,23.9,46.4,30.1,19,414,20,73,1.1
"54","GR4","16/06/2009 14:00",1005,3.7,12,17.7,68.4,24.5,17,139,19,94,1.9,"14:00",14,2009-06-16,2009,6,24,"Tuesday",1005,9,15.8,29.6,59.4,19.9,14,126,21,153,0.6,1005,4.1,13.9,20.1,58.9,21.7,14,636,22,136,1,1006,5.3,14.8,23,54.4,25.8,18,489,21,151,1.1
"55","GR4","16/06/2009 15:00",1005,0.9,8.1,9.6,71.8,23.7,16,238,19,101,1.9,"15:00",15,2009-06-16,2009,6,24,"Tuesday",1005,3.7,12,17.7,68.4,24.5,17,139,19,94,1.9,1005,9,15.8,29.6,59.4,19.9,14,126,21,153,0.6,1005,4.1,13.9,20.1,58.9,21.7,14,636,22,136,1
"56","GR4","16/06/2009 16:00",1004,1.9,7.7,10.5,83.8,24.5,14,195,20,215,1.5,"16:00",16,2009-06-16,2009,6,24,"Tuesday",1005,0.9,8.1,9.6,71.8,23.7,16,238,19,101,1.9,1005,3.7,12,17.7,68.4,24.5,17,139,19,94,1.9,1005,9,15.8,29.6,59.4,19.9,14,126,21,153,0.6
"57","GR4","17/06/2009 09:00",1014,4.1,7.2,13.4,61.9,26.7,16,379,18,213,0.9,"09:00",9,2009-06-17,2009,6,24,"Wednesday",1013,3.4,8.1,13.4,51.9,23.2,16,233,17,152,1.1,1013,4.6,15.9,23,46.4,21.5,15,76,15,216,0.7,1013,3.7,19.1,24.9,38.4,17.8,15,46,14,234,0.5
"58","GR4","17/06/2009 10:00",1014,1.7,3.2,5.7,73.3,23.4,14,406,19,295,0.9,"10:00",10,2009-06-17,2009,6,24,"Wednesday",1014,4.1,7.2,13.4,61.9,26.7,16,379,18,213,0.9,1013,3.4,8.1,13.4,51.9,23.2,16,233,17,152,1.1,1013,4.6,15.9,23,46.4,21.5,15,76,15,216,0.7
"59","GR4","17/06/2009 11:00",1014,0.9,2.4,3.8,78.3,27.7,18,667,20,92,0.8,"11:00",11,2009-06-17,2009,6,24,"Wednesday",1014,1.7,3.2,5.7,73.3,23.4,14,406,19,295,0.9,1014,4.1,7.2,13.4,61.9,26.7,16,379,18,213,0.9,1013,3.4,8.1,13.4,51.9,23.2,16,233,17,152,1.1
"60","GR4","17/06/2009 12:00",1014,1.2,1.4,3.3,81.3,30.6,19,562,20,193,1,"12:00",12,2009-06-17,2009,6,24,"Wednesday",1014,0.9,2.4,3.8,78.3,27.7,18,667,20,92,0.8,1014,1.7,3.2,5.7,73.3,23.4,14,406,19,295,0.9,1014,4.1,7.2,13.4,61.9,26.7,16,379,18,213,0.9
"61","GR4","17/06/2009 13:00",1014,4.7,4.8,12,83.8,31,12,527,21,113,0.9,"13:00",13,2009-06-17,2009,6,24,"Wednesday",1014,1.2,1.4,3.3,81.3,30.6,19,562,20,193,1,1014,0.9,2.4,3.8,78.3,27.7,18,667,20,92,0.8,1014,1.7,3.2,5.7,73.3,23.4,14,406,19,295,0.9
"62","GR4","17/06/2009 14:00",1014,1.2,1,2.9,90.8,50.6,16,663,22,212,1.2,"14:00",14,2009-06-17,2009,6,24,"Wednesday",1014,4.7,4.8,12,83.8,31,12,527,21,113,0.9,1014,1.2,1.4,3.3,81.3,30.6,19,562,20,193,1,1014,0.9,2.4,3.8,78.3,27.7,18,667,20,92,0.8
"63","GR4","17/06/2009 15:00",1014,1.2,2.9,4.8,90.3,33.4,14,179,21,180,0.7,"15:00",15,2009-06-17,2009,6,24,"Wednesday",1014,1.2,1,2.9,90.8,50.6,16,663,22,212,1.2,1014,4.7,4.8,12,83.8,31,12,527,21,113,0.9,1014,1.2,1.4,3.3,81.3,30.6,19,562,20,193,1
"64","GR4","17/06/2009 16:00",1014,1.2,3.8,5.7,87.3,28.6,13,125,20,205,2.1,"16:00",16,2009-06-17,2009,6,24,"Wednesday",1014,1.2,2.9,4.8,90.3,33.4,14,179,21,180,0.7,1014,1.2,1,2.9,90.8,50.6,16,663,22,212,1.2,1014,4.7,4.8,12,83.8,31,12,527,21,113,0.9
"65","GR4","18/06/2009 09:00",1010,5.9,12.9,22,48.4,9.2,10,303,20,182,1.5,"09:00",9,2009-06-18,2009,6,24,"Thursday",1010,4.7,11.5,18.6,45.4,21.6,11,251,19,186,1.3,1011,7.5,19.6,31.1,29.4,24.2,14,143,18,159,0.9,1012,5.6,15.3,23.9,30.9,25.8,15,104,16,149,0.7
"66","GR4","18/06/2009 10:00",1009,1.9,6.7,9.6,54.9,11.9,9,389,20,218,2.2,"10:00",10,2009-06-18,2009,6,24,"Thursday",1010,5.9,12.9,22,48.4,9.2,10,303,20,182,1.5,1010,4.7,11.5,18.6,45.4,21.6,11,251,19,186,1.3,1011,7.5,19.6,31.1,29.4,24.2,14,143,18,159,0.9
"67","GR4","18/06/2009 11:00",1008,2.5,8.3,12.1,58.4,22.9,9,346,20,148,2.3,"11:00",11,2009-06-18,2009,6,24,"Thursday",1009,1.9,6.7,9.6,54.9,11.9,9,389,20,218,2.2,1010,5.9,12.9,22,48.4,9.2,10,303,20,182,1.5,1010,4.7,11.5,18.6,45.4,21.6,11,251,19,186,1.3
"68","GR4","18/06/2009 12:00",1007,11.2,12,29.2,58.4,26.5,14,508,21,185,3,"12:00",12,2009-06-18,2009,6,24,"Thursday",1008,2.5,8.3,12.1,58.4,22.9,9,346,20,148,2.3,1009,1.9,6.7,9.6,54.9,11.9,9,389,20,218,2.2,1010,5.9,12.9,22,48.4,9.2,10,303,20,182,1.5
"69","GR4","18/06/2009 13:00",1007,9.7,13.4,28.2,58.4,24.7,16,481,21,200,3.3,"13:00",13,2009-06-18,2009,6,24,"Thursday",1007,11.2,12,29.2,58.4,26.5,14,508,21,185,3,1008,2.5,8.3,12.1,58.4,22.9,9,346,20,148,2.3,1009,1.9,6.7,9.6,54.9,11.9,9,389,20,218,2.2
"70","GR4","18/06/2009 14:00",1006,2.5,8.1,12,63.9,23.3,14,488,21,189,4,"14:00",14,2009-06-18,2009,6,24,"Thursday",1007,9.7,13.4,28.2,58.4,24.7,16,481,21,200,3.3,1007,11.2,12,29.2,58.4,26.5,14,508,21,185,3,1008,2.5,8.3,12.1,58.4,22.9,9,346,20,148,2.3
"71","GR4","18/06/2009 15:00",1006,2.2,7.7,11,66.9,23.7,12,260,20,209,4.3,"15:00",15,2009-06-18,2009,6,24,"Thursday",1006,2.5,8.1,12,63.9,23.3,14,488,21,189,4,1007,9.7,13.4,28.2,58.4,24.7,16,481,21,200,3.3,1007,11.2,12,29.2,58.4,26.5,14,508,21,185,3
"72","GR4","18/06/2009 16:00",1006,1.2,7.7,9.6,68.9,27.5,16,189,20,202,4,"16:00",16,2009-06-18,2009,6,24,"Thursday",1006,2.2,7.7,11,66.9,23.7,12,260,20,209,4.3,1006,2.5,8.1,12,63.9,23.3,14,488,21,189,4,1007,9.7,13.4,28.2,58.4,24.7,16,481,21,200,3.3
"73","GR4","19/06/2009 09:00",1010,6.2,8.1,17.7,43.4,20.7,11,331,17,218,1.4,"09:00",9,2009-06-19,2009,6,24,"Friday",1010,4.6,10.8,17.8,38.4,26.6,14,238,16,262,1.4,1010,5,14.3,22,34.4,23.8,13,79,15,241,1.3,1010,3.4,12.9,18.2,32.4,21.8,12,54,13,255,1.4
"74","GR4","19/06/2009 10:00",1010,21.2,11,43.5,44.9,24,11,391,18,186,1.5,"10:00",10,2009-06-19,2009,6,24,"Friday",1010,6.2,8.1,17.7,43.4,20.7,11,331,17,218,1.4,1010,4.6,10.8,17.8,38.4,26.6,14,238,16,262,1.4,1010,5,14.3,22,34.4,23.8,13,79,15,241,1.3
"75","GR4","19/06/2009 11:00",1010,9.7,7.7,22.5,48.4,22.6,10,370,18,234,1.9,"11:00",11,2009-06-19,2009,6,24,"Friday",1010,21.2,11,43.5,44.9,24,11,391,18,186,1.5,1010,6.2,8.1,17.7,43.4,20.7,11,331,17,218,1.4,1010,4.6,10.8,17.8,38.4,26.6,14,238,16,262,1.4
"76","GR4","19/06/2009 12:00",1010,19,10,39.2,47.9,41.5,12,280,18,212,2,"12:00",12,2009-06-19,2009,6,24,"Friday",1010,9.7,7.7,22.5,48.4,22.6,10,370,18,234,1.9,1010,21.2,11,43.5,44.9,24,11,391,18,186,1.5,1010,6.2,8.1,17.7,43.4,20.7,11,331,17,218,1.4
