"","Site","Time","BP","NO","NO2","NOX","O3","PM10","PM2.5","SOLR","TMP","WDIR","WSPD","TimeHours","TimeHoursNum","Date","Year","Month","Week","Day","lag.1.BP","lag.1.NO","lag.1.NO2","lag.1.NOX","lag.1.O3","lag.1.PM10","lag.1.PM2.5","lag.1.SOLR","lag.1.TMP","lag.1.WDIR","lag.1.WSPD","lag.2.BP","lag.2.NO","lag.2.NO2","lag.2.NOX","lag.2.O3","lag.2.PM10","lag.2.PM2.5","lag.2.SOLR","lag.2.TMP","lag.2.WDIR","lag.2.WSPD","lag.3.BP","lag.3.NO","lag.3.NO2","lag.3.NOX","lag.3.O3","lag.3.PM10","lag.3.PM2.5","lag.3.SOLR","lag.3.TMP","lag.3.WDIR","lag.3.WSPD"
"229","GR4","10/12/2009 13:00",1010,4.4,27.7,34.4,29.4,15.4,13,65,12,215,1.6,"13:00",13,2009-12-10,2009,12,49,"Thursday",1010,4.7,26.3,33.5,35.9,17.8,11,107,12,211,1.1,1010,11.5,43.5,61.2,29.9,21.3,14,90,11,212,1.6,1010,23.4,54.5,90.4,12.5,24.5,12,99,11,200,1.3
"230","GR4","10/12/2009 14:00",1010,18.4,35.4,63.6,23.9,25.3,15,29,12,196,0.6,"14:00",14,2009-12-10,2009,12,49,"Thursday",1010,4.4,27.7,34.4,29.4,15.4,13,65,12,215,1.6,1010,4.7,26.3,33.5,35.9,17.8,11,107,12,211,1.1,1010,11.5,43.5,61.2,29.9,21.3,14,90,11,212,1.6
"231","GR4","10/12/2009 15:00",1010,4.1,45.9,52.1,11,25.7,14,7,12,201,0.2,"15:00",15,2009-12-10,2009,12,49,"Thursday",1010,18.4,35.4,63.6,23.9,25.3,15,29,12,196,0.6,1010,4.4,27.7,34.4,29.4,15.4,13,65,12,215,1.6,1010,4.7,26.3,33.5,35.9,17.8,11,107,12,211,1.1
"232","GR4","10/12/2009 16:00",1011,13.4,55.9,76.5,2,24,13,-2,11,197,0.2,"16:00",16,2009-12-10,2009,12,49,"Thursday",1010,4.1,45.9,52.1,11,25.7,14,7,12,201,0.2,1010,18.4,35.4,63.6,23.9,25.3,15,29,12,196,0.6,1010,4.4,27.7,34.4,29.4,15.4,13,65,12,215,1.6
"233","GR4","11/12/2009 09:00",1018,31.2,55.5,103.3,3.5,17.6,13,117,7,261,1.5,"09:00",9,2009-12-11,2009,12,49,"Friday",1017,41.8,55.9,120,2,18.2,16,18,7,256,1.4,1016,77,58.8,176.89999,2,22.6,22,-2,7,256,1.6,1015,148.10001,62.2,289.29999,2,37.3,27,-3,8,265,1.3
"234","GR4","11/12/2009 10:00",1019,24.6,48.8,86.5,7.5,18.8,17,149,9,277,1.6,"10:00",10,2009-12-11,2009,12,49,"Friday",1018,31.2,55.5,103.3,3.5,17.6,13,117,7,261,1.5,1017,41.8,55.9,120,2,18.2,16,18,7,256,1.4,1016,77,58.8,176.89999,2,22.6,22,-2,7,256,1.6
"235","GR4","11/12/2009 11:00",1019,12.8,43,62.6,13.5,24,16,140,9,284,1.7,"11:00",11,2009-12-11,2009,12,49,"Friday",1019,24.6,48.8,86.5,7.5,18.8,17,149,9,277,1.6,1018,31.2,55.5,103.3,3.5,17.6,13,117,7,261,1.5,1017,41.8,55.9,120,2,18.2,16,18,7,256,1.4
"236","GR4","11/12/2009 12:00",1020,7.8,34.4,46.4,23.9,23.3,15,133,10,290,1.6,"12:00",12,2009-12-11,2009,12,49,"Friday",1019,12.8,43,62.6,13.5,24,16,140,9,284,1.7,1019,24.6,48.8,86.5,7.5,18.8,17,149,9,277,1.6,1018,31.2,55.5,103.3,3.5,17.6,13,117,7,261,1.5
"237","GR4","11/12/2009 13:00",1020,5.6,33.5,42.1,23.9,26.9,16,356,10,303,1.6,"13:00",13,2009-12-11,2009,12,49,"Friday",1020,7.8,34.4,46.4,23.9,23.3,15,133,10,290,1.6,1019,12.8,43,62.6,13.5,24,16,140,9,284,1.7,1019,24.6,48.8,86.5,7.5,18.8,17,149,9,277,1.6
"238","GR4","11/12/2009 14:00",1020,7.5,38.7,50.2,18,26.1,13,329,10,303,1.5,"14:00",14,2009-12-11,2009,12,49,"Friday",1020,5.6,33.5,42.1,23.9,26.9,16,356,10,303,1.6,1020,7.8,34.4,46.4,23.9,23.3,15,133,10,290,1.6,1019,12.8,43,62.6,13.5,24,16,140,9,284,1.7
"239","GR4","11/12/2009 15:00",1021,1.9,34.9,37.8,23,22.8,15,69,9,292,0.8,"15:00",15,2009-12-11,2009,12,49,"Friday",1020,7.5,38.7,50.2,18,26.1,13,329,10,303,1.5,1020,5.6,33.5,42.1,23.9,26.9,16,356,10,303,1.6,1020,7.8,34.4,46.4,23.9,23.3,15,133,10,290,1.6
"240","GR4","11/12/2009 16:00",1021,3.4,36.8,42.1,16,23.4,17,-2,8,278,0.3,"16:00",16,2009-12-11,2009,12,49,"Friday",1021,1.9,34.9,37.8,23,22.8,15,69,9,292,0.8,1020,7.5,38.7,50.2,18,26.1,13,329,10,303,1.5,1020,5.6,33.5,42.1,23.9,26.9,16,356,10,303,1.6
"241","GR4","21/12/2009 09:00",991,26.5,54.5,95.1,6.5,20.2,14,107,-1,283,1.5,"09:00",9,2009-12-21,2009,12,51,"Monday",991,30.2,63.1,109.5,3.5,17.1,13,10,-2,297,1.3,990,10.3,45.4,61.2,13,16.8,12,-4,-1,297,1.8,990,7.5,43,54.5,10.5,13.3,11,-4,0,300,1.8
"242","GR4","21/12/2009 10:00",991,17.8,47.8,75.1,13.5,18.2,16,164,-1,258,1.4,"10:00",10,2009-12-21,2009,12,51,"Monday",991,26.5,54.5,95.1,6.5,20.2,14,107,-1,283,1.5,991,30.2,63.1,109.5,3.5,17.1,13,10,-2,297,1.3,990,10.3,45.4,61.2,13,16.8,12,-4,-1,297,1.8
"243","GR4","21/12/2009 11:00",991,15.6,45.9,69.8,15,19.1,15,149,-1,250,1.9,"11:00",11,2009-12-21,2009,12,51,"Monday",991,17.8,47.8,75.1,13.5,18.2,16,164,-1,258,1.4,991,26.5,54.5,95.1,6.5,20.2,14,107,-1,283,1.5,991,30.2,63.1,109.5,3.5,17.1,13,10,-2,297,1.3
"244","GR4","21/12/2009 12:00",991,13.1,47.8,67.9,14,23.9,16,140,0,257,2,"12:00",12,2009-12-21,2009,12,51,"Monday",991,15.6,45.9,69.8,15,19.1,15,149,-1,250,1.9,991,17.8,47.8,75.1,13.5,18.2,16,164,-1,258,1.4,991,26.5,54.5,95.1,6.5,20.2,14,107,-1,283,1.5
"245","GR4","21/12/2009 13:00",990,9,43,56.9,14,23.1,17,442,2,247,1.8,"13:00",13,2009-12-21,2009,12,51,"Monday",991,13.1,47.8,67.9,14,23.9,16,140,0,257,2,991,15.6,45.9,69.8,15,19.1,15,149,-1,250,1.9,991,17.8,47.8,75.1,13.5,18.2,16,164,-1,258,1.4
"246","GR4","21/12/2009 14:00",990,15,52.6,75.5,5,22.9,20,357,2,260,1.6,"14:00",14,2009-12-21,2009,12,51,"Monday",990,9,43,56.9,14,23.1,17,442,2,247,1.8,991,13.1,47.8,67.9,14,23.9,16,140,0,257,2,991,15.6,45.9,69.8,15,19.1,15,149,-1,250,1.9
"247","GR4","21/12/2009 15:00",990,28.7,60.7,104.7,5,25.7,22,97,1,230,2.1,"15:00",15,2009-12-21,2009,12,51,"Monday",990,15,52.6,75.5,5,22.9,20,357,2,260,1.6,990,9,43,56.9,14,23.1,17,442,2,247,1.8,991,13.1,47.8,67.9,14,23.9,16,140,0,257,2
"248","GR4","21/12/2009 16:00",990,24.3,57.9,95.1,8,19.2,19,-2,1,215,2.3,"16:00",16,2009-12-21,2009,12,51,"Monday",990,28.7,60.7,104.7,5,25.7,22,97,1,230,2.1,990,15,52.6,75.5,5,22.9,20,357,2,260,1.6,990,9,43,56.9,14,23.1,17,442,2,247,1.8
"249","GR4","22/12/2009 09:00",986,13.4,45.9,66.5,16.5,19.1,15,24,-1,86,0.8,"09:00",9,2009-12-22,2009,12,51,"Tuesday",987,9,51.6,65.5,8.5,20.9,16,2,-1,86,0.9,987,35.2,58.8,112.8,2,19.6,17,-4,-1,109,0.4,987,37.1,53.5,110.4,2,18.9,15,-4,-1,129,0.7
"250","GR4","22/12/2009 10:00",985,16.5,44.9,70.3,17.5,21.7,18,42,0,106,1.3,"10:00",10,2009-12-22,2009,12,51,"Tuesday",986,13.4,45.9,66.5,16.5,19.1,15,24,-1,86,0.8,987,9,51.6,65.5,8.5,20.9,16,2,-1,86,0.9,987,35.2,58.8,112.8,2,19.6,17,-4,-1,109,0.4
"251","GR4","22/12/2009 11:00",984,14,38.3,59.8,25.4,25.2,18,52,1,105,1.2,"11:00",11,2009-12-22,2009,12,51,"Tuesday",985,16.5,44.9,70.3,17.5,21.7,18,42,0,106,1.3,986,13.4,45.9,66.5,16.5,19.1,15,24,-1,86,0.8,987,9,51.6,65.5,8.5,20.9,16,2,-1,86,0.9
"252","GR4","22/12/2009 12:00",983,15,36.3,59.3,25.9,21.9,18,36,2,104,1,"12:00",12,2009-12-22,2009,12,51,"Tuesday",984,14,38.3,59.8,25.4,25.2,18,52,1,105,1.2,985,16.5,44.9,70.3,17.5,21.7,18,42,0,106,1.3,986,13.4,45.9,66.5,16.5,19.1,15,24,-1,86,0.8
"253","GR4","22/12/2009 13:00",982,20,40.6,71.2,22.5,23.5,18,22,2,119,1.3,"13:00",13,2009-12-22,2009,12,51,"Tuesday",983,15,36.3,59.3,25.9,21.9,18,36,2,104,1,984,14,38.3,59.8,25.4,25.2,18,52,1,105,1.2,985,16.5,44.9,70.3,17.5,21.7,18,42,0,106,1.3
"254","GR4","22/12/2009 14:00",981,24.6,53.5,91.3,9.5,25.9,19,5,2,85,0.7,"14:00",14,2009-12-22,2009,12,51,"Tuesday",982,20,40.6,71.2,22.5,23.5,18,22,2,119,1.3,983,15,36.3,59.3,25.9,21.9,18,36,2,104,1,984,14,38.3,59.8,25.4,25.2,18,52,1,105,1.2
"255","GR4","22/12/2009 15:00",981,33.4,62.6,113.8,5,40.4,28,-1,1,82,1.4,"15:00",15,2009-12-22,2009,12,51,"Tuesday",981,24.6,53.5,91.3,9.5,25.9,19,5,2,85,0.7,982,20,40.6,71.2,22.5,23.5,18,22,2,119,1.3,983,15,36.3,59.3,25.9,21.9,18,36,2,104,1
"256","GR4","22/12/2009 16:00",980,34,63.6,115.7,1.5,24.1,18,-4,0,65,1.1,"16:00",16,2009-12-22,2009,12,51,"Tuesday",981,33.4,62.6,113.8,5,40.4,28,-1,1,82,1.4,981,24.6,53.5,91.3,9.5,25.9,19,5,2,85,0.7,982,20,40.6,71.2,22.5,23.5,18,22,2,119,1.3
"257","GR4","23/12/2009 09:00",978,28.1,50.7,93.7,9,19,15,23,0,253,1.4,"09:00",9,2009-12-23,2009,12,51,"Wednesday",978,3.7,34.9,40.6,16.5,14.9,11,3,0,247,1.5,977,3.4,38.3,43.5,12.5,13.2,13,-4,1,243,0.9,976,0,30.6,30.6,18,13.7,11,-4,1,271,0.6
"258","GR4","23/12/2009 10:00",979,57.1,60.7,148.2,4.5,26.1,21,52,0,229,2,"10:00",10,2009-12-23,2009,12,51,"Wednesday",978,28.1,50.7,93.7,9,19,15,23,0,253,1.4,978,3.7,34.9,40.6,16.5,14.9,11,3,0,247,1.5,977,3.4,38.3,43.5,12.5,13.2,13,-4,1,243,0.9
"259","GR4","23/12/2009 11:00",980,47.4,58.3,131,4,23,19,97,0,232,2.2,"11:00",11,2009-12-23,2009,12,51,"Wednesday",979,57.1,60.7,148.2,4.5,26.1,21,52,0,229,2,978,28.1,50.7,93.7,9,19,15,23,0,253,1.4,978,3.7,34.9,40.6,16.5,14.9,11,3,0,247,1.5
"260","GR4","23/12/2009 12:00",979,39.3,51.6,111.9,6,22.4,17,120,1,235,2,"12:00",12,2009-12-23,2009,12,51,"Wednesday",980,47.4,58.3,131,4,23,19,97,0,232,2.2,979,57.1,60.7,148.2,4.5,26.1,21,52,0,229,2,978,28.1,50.7,93.7,9,19,15,23,0,253,1.4
"261","GR4","23/12/2009 13:00",979,23.7,55.5,91.8,8.5,20.1,16,408,2,236,2,"13:00",13,2009-12-23,2009,12,51,"Wednesday",979,39.3,51.6,111.9,6,22.4,17,120,1,235,2,980,47.4,58.3,131,4,23,19,97,0,232,2.2,979,57.1,60.7,148.2,4.5,26.1,21,52,0,229,2
"262","GR4","23/12/2009 14:00",980,18.4,57.9,86.1,9.5,22.5,14,338,3,259,1.1,"14:00",14,2009-12-23,2009,12,51,"Wednesday",979,23.7,55.5,91.8,8.5,20.1,16,408,2,236,2,979,39.3,51.6,111.9,6,22.4,17,120,1,235,2,980,47.4,58.3,131,4,23,19,97,0,232,2.2
"263","GR4","23/12/2009 15:00",980,13.1,58.8,78.9,8,23.2,19,91,2,208,1.3,"15:00",15,2009-12-23,2009,12,51,"Wednesday",980,18.4,57.9,86.1,9.5,22.5,14,338,3,259,1.1,979,23.7,55.5,91.8,8.5,20.1,16,408,2,236,2,979,39.3,51.6,111.9,6,22.4,17,120,1,235,2
"264","GR4","23/12/2009 16:00",980,7.8,40.6,52.6,21.5,20.9,15,-3,1,225,1.4,"16:00",16,2009-12-23,2009,12,51,"Wednesday",980,13.1,58.8,78.9,8,23.2,19,91,2,208,1.3,980,18.4,57.9,86.1,9.5,22.5,14,338,3,259,1.1,979,23.7,55.5,91.8,8.5,20.1,16,408,2,236,2
"265","GR4","24/12/2009 09:00",984,24.6,59.8,97.5,2,14.9,13,47,1,135,0.6,"09:00",9,2009-12-24,2009,12,51,"Thursday",983,19,57.9,87,2.5,13.5,10,6,1,163,0.1,983,4.4,42.6,49.2,11.5,10,9,-4,1,173,0.2,983,0.6,18.6,19.6,37.4,8.1,8,-4,1,199,0.1
"266","GR4","24/12/2009 10:00",983,26.2,52.6,92.8,11,24.4,15,87,1,90,0.5,"10:00",10,2009-12-24,2009,12,51,"Thursday",984,24.6,59.8,97.5,2,14.9,13,47,1,135,0.6,983,19,57.9,87,2.5,13.5,10,6,1,163,0.1,983,4.4,42.6,49.2,11.5,10,9,-4,1,173,0.2
"267","GR4","24/12/2009 11:00",983,9.4,38.7,53.1,15.5,23.2,17,69,1,87,0.4,"11:00",11,2009-12-24,2009,12,51,"Thursday",983,26.2,52.6,92.8,11,24.4,15,87,1,90,0.5,984,24.6,59.8,97.5,2,14.9,13,47,1,135,0.6,983,19,57.9,87,2.5,13.5,10,6,1,163,0.1
"268","GR4","24/12/2009 12:00",983,7.8,37.8,49.7,15.5,21.8,17,62,2,99,0.3,"12:00",12,2009-12-24,2009,12,51,"Thursday",983,9.4,38.7,53.1,15.5,23.2,17,69,1,87,0.4,983,26.2,52.6,92.8,11,24.4,15,87,1,90,0.5,984,24.6,59.8,97.5,2,14.9,13,47,1,135,0.6
"269","GR4","24/12/2009 13:00",983,17.5,53.5,80.3,9.5,24.5,21,68,3,91,0.6,"13:00",13,2009-12-24,2009,12,51,"Thursday",983,7.8,37.8,49.7,15.5,21.8,17,62,2,99,0.3,983,9.4,38.7,53.1,15.5,23.2,17,69,1,87,0.4,983,26.2,52.6,92.8,11,24.4,15,87,1,90,0.5
"270","GR4","24/12/2009 14:00",982,9.1,45.3,59.3,8,25.3,19,40,3,119,0.9,"14:00",14,2009-12-24,2009,12,51,"Thursday",983,17.5,53.5,80.3,9.5,24.5,21,68,3,91,0.6,983,7.8,37.8,49.7,15.5,21.8,17,62,2,99,0.3,983,9.4,38.7,53.1,15.5,23.2,17,69,1,87,0.4
"271","GR4","24/12/2009 15:00",982,7.5,46.9,58.3,7,24.6,20,28,4,130,1.9,"15:00",15,2009-12-24,2009,12,51,"Thursday",982,9.1,45.3,59.3,8,25.3,19,40,3,119,0.9,983,17.5,53.5,80.3,9.5,24.5,21,68,3,91,0.6,983,7.8,37.8,49.7,15.5,21.8,17,62,2,99,0.3
"272","GR4","24/12/2009 16:00",982,5.3,44.9,53.1,5,27.3,21,-3,4,136,1.6,"16:00",16,2009-12-24,2009,12,51,"Thursday",982,7.5,46.9,58.3,7,24.6,20,28,4,130,1.9,982,9.1,45.3,59.3,8,25.3,19,40,3,119,0.9,983,17.5,53.5,80.3,9.5,24.5,21,68,3,91,0.6
"273","GR4","25/12/2009 09:00",981,7.2,38.3,49.2,7.5,21,18,14,3,135,0.3,"09:00",9,2009-12-25,2009,12,51,"Friday",981,2.5,34.4,38.3,9.5,21,15,0,3,89,0.6,981,2.8,39.2,43.5,6,17.3,16,-3,3,76,0.4,981,11.8,40.6,58.8,1.5,21.1,18,-4,3,199,0.6
"274","GR4","25/12/2009 10:00",981,6.9,32.5,43,14.5,19.5,17,63,4,137,1,"10:00",10,2009-12-25,2009,12,51,"Friday",981,7.2,38.3,49.2,7.5,21,18,14,3,135,0.3,981,2.5,34.4,38.3,9.5,21,15,0,3,89,0.6,981,2.8,39.2,43.5,6,17.3,16,-3,3,76,0.4
"275","GR4","25/12/2009 11:00",980,5.9,30.1,39.2,16.5,23,21,79,5,178,0.6,"11:00",11,2009-12-25,2009,12,51,"Friday",981,6.9,32.5,43,14.5,19.5,17,63,4,137,1,981,7.2,38.3,49.2,7.5,21,18,14,3,135,0.3,981,2.5,34.4,38.3,9.5,21,15,0,3,89,0.6
"276","GR4","25/12/2009 12:00",979,5.3,24.4,32.5,21.5,24.1,21,66,5,161,0.6,"12:00",12,2009-12-25,2009,12,51,"Friday",980,5.9,30.1,39.2,16.5,23,21,79,5,178,0.6,981,6.9,32.5,43,14.5,19.5,17,63,4,137,1,981,7.2,38.3,49.2,7.5,21,18,14,3,135,0.3
"277","GR4","25/12/2009 13:00",979,4.4,23,29.6,23.4,24.9,23,44,5,124,0.8,"13:00",13,2009-12-25,2009,12,51,"Friday",979,5.3,24.4,32.5,21.5,24.1,21,66,5,161,0.6,980,5.9,30.1,39.2,16.5,23,21,79,5,178,0.6,981,6.9,32.5,43,14.5,19.5,17,63,4,137,1
"278","GR4","25/12/2009 14:00",979,2.5,22.5,26.3,25.9,25,23,33,5,96,0.9,"14:00",14,2009-12-25,2009,12,51,"Friday",979,4.4,23,29.6,23.4,24.9,23,44,5,124,0.8,979,5.3,24.4,32.5,21.5,24.1,21,66,5,161,0.6,980,5.9,30.1,39.2,16.5,23,21,79,5,178,0.6
"279","GR4","25/12/2009 15:00",979,2.2,25.8,29.2,20,24.2,20,6,5,92,0.6,"15:00",15,2009-12-25,2009,12,51,"Friday",979,2.5,22.5,26.3,25.9,25,23,33,5,96,0.9,979,4.4,23,29.6,23.4,24.9,23,44,5,124,0.8,979,5.3,24.4,32.5,21.5,24.1,21,66,5,161,0.6
"280","GR4","25/12/2009 16:00",978,1.2,28.2,30.1,13.5,24,20,-3,4,95,0.9,"16:00",16,2009-12-25,2009,12,51,"Friday",979,2.2,25.8,29.2,20,24.2,20,6,5,92,0.6,979,2.5,22.5,26.3,25.9,25,23,33,5,96,0.9,979,4.4,23,29.6,23.4,24.9,23,44,5,124,0.8
"281","GR4","26/04/2010 09:00",1011,6.5,23.9,33.9,54.4,20,12,250,13,238,1.5,"09:00",9,2010-04-26,2010,4,17,"Monday",1011,4.7,25.3,32.5,55.4,23.1,15,79,12,250,1.4,1010,5.3,31.1,39.2,41.4,21.7,14,81,12,232,1.5,1010,4.4,31.1,37.8,38.9,22,14,46,11,252,0.8
"282","GR4","26/04/2010 10:00",1011,3.1,15.8,20.6,43.9,22,16,194,14,205,2,"10:00",10,2010-04-26,2010,4,17,"Monday",1011,6.5,23.9,33.9,54.4,20,12,250,13,238,1.5,1011,4.7,25.3,32.5,55.4,23.1,15,79,12,250,1.4,1010,5.3,31.1,39.2,41.4,21.7,14,81,12,232,1.5
"283","GR4","26/04/2010 11:00",1011,7.5,18.2,29.6,38.9,24.5,15,329,15,196,2.5,"11:00",11,2010-04-26,2010,4,17,"Monday",1011,3.1,15.8,20.6,43.9,22,16,194,14,205,2,1011,6.5,23.9,33.9,54.4,20,12,250,13,238,1.5,1011,4.7,25.3,32.5,55.4,23.1,15,79,12,250,1.4
"284","GR4","26/04/2010 12:00",1011,10.9,18.6,35.4,56.4,29.9,16,368,16,229,2.5,"12:00",12,2010-04-26,2010,4,17,"Monday",1011,7.5,18.2,29.6,38.9,24.5,15,329,15,196,2.5,1011,3.1,15.8,20.6,43.9,22,16,194,14,205,2,1011,6.5,23.9,33.9,54.4,20,12,250,13,238,1.5
"285","GR4","26/04/2010 13:00",1011,7.8,15.3,27.3,66.9,16,14,496,16,255,2.3,"13:00",13,2010-04-26,2010,4,17,"Monday",1011,10.9,18.6,35.4,56.4,29.9,16,368,16,229,2.5,1011,7.5,18.2,29.6,38.9,24.5,15,329,15,196,2.5,1011,3.1,15.8,20.6,43.9,22,16,194,14,205,2
"286","GR4","26/04/2010 14:00",1011,0.9,19.6,21,59.9,20.8,17,268,17,224,2,"14:00",14,2010-04-26,2010,4,17,"Monday",1011,7.8,15.3,27.3,66.9,16,14,496,16,255,2.3,1011,10.9,18.6,35.4,56.4,29.9,16,368,16,229,2.5,1011,7.5,18.2,29.6,38.9,24.5,15,329,15,196,2.5
"287","GR4","26/04/2010 15:00",1010,2.2,20.6,23.9,64.9,23.4,17,457,17,215,2.8,"15:00",15,2010-04-26,2010,4,17,"Monday",1011,0.9,19.6,21,59.9,20.8,17,268,17,224,2,1011,7.8,15.3,27.3,66.9,16,14,496,16,255,2.3,1011,10.9,18.6,35.4,56.4,29.9,16,368,16,229,2.5
"288","GR4","26/04/2010 16:00",1011,1.9,21.5,24.4,74.8,18.3,15,248,17,203,2.9,"16:00",16,2010-04-26,2010,4,17,"Monday",1010,2.2,20.6,23.9,64.9,23.4,17,457,17,215,2.8,1011,0.9,19.6,21,59.9,20.8,17,268,17,224,2,1011,7.8,15.3,27.3,66.9,16,14,496,16,255,2.3
"289","GR4","27/04/2010 09:00",1016,48,53.5,127.2,15.5,51.7,34,119,12,239,2.2,"09:00",9,2010-04-27,2010,4,17,"Tuesday",1016,21.8,41.6,75.1,32.4,47.9,34,124,12,242,2,1016,22.8,45.4,80.3,19,37.9,29,88,11,244,1.8,1015,69.2,53.1,159.2,5.5,35.3,24,51,10,235,1.7
"290","GR4","27/04/2010 10:00",1016,23.4,39.2,75.1,38.9,45.6,31,161,12,248,2,"10:00",10,2010-04-27,2010,4,17,"Tuesday",1016,48,53.5,127.2,15.5,51.7,34,119,12,239,2.2,1016,21.8,41.6,75.1,32.4,47.9,34,124,12,242,2,1016,22.8,45.4,80.3,19,37.9,29,88,11,244,1.8
"291","GR4","27/04/2010 11:00",1016,6.9,22,32.5,72.8,30.7,24,313,14,246,2,"11:00",11,2010-04-27,2010,4,17,"Tuesday",1016,23.4,39.2,75.1,38.9,45.6,31,161,12,248,2,1016,48,53.5,127.2,15.5,51.7,34,119,12,239,2.2,1016,21.8,41.6,75.1,32.4,47.9,34,124,12,242,2
"292","GR4","27/04/2010 12:00",1016,4.1,15.8,22,59.9,25,20,388,15,240,2.1,"12:00",12,2010-04-27,2010,4,17,"Tuesday",1016,6.9,22,32.5,72.8,30.7,24,313,14,246,2,1016,23.4,39.2,75.1,38.9,45.6,31,161,12,248,2,1016,48,53.5,127.2,15.5,51.7,34,119,12,239,2.2
"293","GR4","27/04/2010 13:00",1016,7.5,15.8,27.3,63.4,24.9,22,639,16,256,1.7,"13:00",13,2010-04-27,2010,4,17,"Tuesday",1016,4.1,15.8,22,59.9,25,20,388,15,240,2.1,1016,6.9,22,32.5,72.8,30.7,24,313,14,246,2,1016,23.4,39.2,75.1,38.9,45.6,31,161,12,248,2
"294","GR4","27/04/2010 14:00",1016,5.3,28.7,36.8,45.4,30.7,23,147,16,261,1.3,"14:00",14,2010-04-27,2010,4,17,"Tuesday",1016,7.5,15.8,27.3,63.4,24.9,22,639,16,256,1.7,1016,4.1,15.8,22,59.9,25,20,388,15,240,2.1,1016,6.9,22,32.5,72.8,30.7,24,313,14,246,2
"295","GR4","27/04/2010 15:00",1016,2.8,13.9,18.2,83.3,37.2,22,172,17,268,1.2,"15:00",15,2010-04-27,2010,4,17,"Tuesday",1016,5.3,28.7,36.8,45.4,30.7,23,147,16,261,1.3,1016,7.5,15.8,27.3,63.4,24.9,22,639,16,256,1.7,1016,4.1,15.8,22,59.9,25,20,388,15,240,2.1
"296","GR4","27/04/2010 16:00",1016,1.9,13.4,16.3,95.3,25.6,16,132,17,237,1.1,"16:00",16,2010-04-27,2010,4,17,"Tuesday",1016,2.8,13.9,18.2,83.3,37.2,22,172,17,268,1.2,1016,5.3,28.7,36.8,45.4,30.7,23,147,16,261,1.3,1016,7.5,15.8,27.3,63.4,24.9,22,639,16,256,1.7
"297","GR4","28/04/2010 09:00",1019,11.8,18.2,36.3,74.8,30.3,17,358,15,113,1.5,"09:00",9,2010-04-28,2010,4,17,"Wednesday",1019,4.1,20.6,26.8,64.4,33.6,22,187,14,113,1.4,1019,7.2,33.9,44.9,46.4,44.8,29,70,12,70,0.9,1019,4.4,29.6,36.3,36.9,46.7,34,43,9,289,0.4
"298","GR4","28/04/2010 10:00",1019,4.4,14.3,21,88.3,29.9,19,534,17,149,1.3,"10:00",10,2010-04-28,2010,4,17,"Wednesday",1019,11.8,18.2,36.3,74.8,30.3,17,358,15,113,1.5,1019,4.1,20.6,26.8,64.4,33.6,22,187,14,113,1.4,1019,7.2,33.9,44.9,46.4,44.8,29,70,12,70,0.9
"299","GR4","28/04/2010 11:00",1019,2.8,10,14.3,104.8,30.7,17,632,18,137,1,"11:00",11,2010-04-28,2010,4,17,"Wednesday",1019,4.4,14.3,21,88.3,29.9,19,534,17,149,1.3,1019,11.8,18.2,36.3,74.8,30.3,17,358,15,113,1.5,1019,4.1,20.6,26.8,64.4,33.6,22,187,14,113,1.4
"300","GR4","28/04/2010 12:00",1018,1.9,9.6,12.4,100.3,30.9,22,516,19,189,1.1,"12:00",12,2010-04-28,2010,4,17,"Wednesday",1019,2.8,10,14.3,104.8,30.7,17,632,18,137,1,1019,4.4,14.3,21,88.3,29.9,19,534,17,149,1.3,1019,11.8,18.2,36.3,74.8,30.3,17,358,15,113,1.5
"301","GR4","28/04/2010 13:00",1018,5,8.6,16.3,102.3,23.3,15,378,19,188,0.9,"13:00",13,2010-04-28,2010,4,17,"Wednesday",1018,1.9,9.6,12.4,100.3,30.9,22,516,19,189,1.1,1019,2.8,10,14.3,104.8,30.7,17,632,18,137,1,1019,4.4,14.3,21,88.3,29.9,19,534,17,149,1.3
"302","GR4","28/04/2010 14:00",1017,1.6,8.6,11,103.3,23.4,17,272,19,124,1.1,"14:00",14,2010-04-28,2010,4,17,"Wednesday",1018,5,8.6,16.3,102.3,23.3,15,378,19,188,0.9,1018,1.9,9.6,12.4,100.3,30.9,22,516,19,189,1.1,1019,2.8,10,14.3,104.8,30.7,17,632,18,137,1
"303","GR4","28/04/2010 15:00",1017,1.2,6.7,8.6,103.8,28.2,17,164,19,151,1.5,"15:00",15,2010-04-28,2010,4,17,"Wednesday",1017,1.6,8.6,11,103.3,23.4,17,272,19,124,1.1,1018,5,8.6,16.3,102.3,23.3,15,378,19,188,0.9,1018,1.9,9.6,12.4,100.3,30.9,22,516,19,189,1.1
"304","GR4","28/04/2010 16:00",1016,1.2,13.9,15.8,102.8,25.8,21,168,18,199,1.4,"16:00",16,2010-04-28,2010,4,17,"Wednesday",1017,1.2,6.7,8.6,103.8,28.2,17,164,19,151,1.5,1017,1.6,8.6,11,103.3,23.4,17,272,19,124,1.1,1018,5,8.6,16.3,102.3,23.3,15,378,19,188,0.9
