,Time,CO,NO2,NOX,O3,PM10,SOLR,TMP,WDIR,WSPD
723,25/03/2007 07:00,0.5,65,65.1,164.2,18,4,7,28,2.8
724,25/03/2007 08:00,0.5,102.9,74.1,231.3,12,24,7,42,3
725,25/03/2007 09:00,0.5,39,52.1,111.1,35.9,80,8,60,2.8
726,25/03/2007 10:00,0.5,30,48.1,94.1,41.9,319,11,76,3.8
727,25/03/2007 11:00,0.5,26,44.1,84.1,49.9,204,12,79,3.8
728,25/03/2007 12:00,0.5,25,42.1,80.1,51.9,243,13,81,4
729,25/03/2007 13:00,0.5,18,38,65.1,55.9,230,13,84,4.5
730,25/03/2007 14:00,0.5,14,31,52.1,63.9,242,13,88,4.5
731,25/03/2007 15:00,0.5,26,46.1,86.1,49.9,193,14,93,5.5
732,25/03/2007 16:00,0.5,15,46.1,69.1,47.9,108,13,85,3.8
733,25/03/2007 17:00,0.5,25,61.1,99.1,43.9,75,12,92,4.3
734,25/03/2007 18:00,0.6,38,86.1,143.2,23.9,20,12,89,4
735,25/03/2007 19:00,0.7,138.89999,105.1,317.39999,10,1,11,86,2.8
736,25/03/2007 20:00,0.7,153.89999,109.1,344.5,4,0,10,71,2
737,25/03/2007 21:00,0.6,150.89999,105.1,336.39999,4,0,9,52,2
738,25/03/2007 22:00,0.6,135.89999,97.1,306.39999,4,0,8,59,1.8
739,25/03/2007 23:00,0.5,65,71.1,170.2,10,0,7,53,1.8
740,26/03/2007 00:00,0.5,139.89999,78.1,292.39999,6,0,6,52,1.8
741,10/12/07 14:00,0.8,33.7,45.9,97.5,33.9,74,6,330,3.3
742,10/12/07 15:00,0.8,43.7,57.4,124.3,25.9,15,6,323,3
743,10/12/07 16:00,0.9,47.4,65,137.7,16,0,5,325,3.5
744,10/12/07 17:00,0.9,44.9,61.2,130.10001,20,0,5,331,3
745,10/12/07 18:00,0.8,42.4,61.2,126.2,23.9,0,5,332,3.3
746,10/12/07 19:00,0.7,28.7,49.7,93.7,23.9,0,4,328,3.3
747,10/12/07 20:00,0.6,23.7,45.9,82.2,22,0,4,326,3
748,10/12/07 21:00,0.7,29.9,53.5,99.4,14,0,3,321,3
749,10/12/07 22:00,0.7,28.7,53.5,97.5,14,0,2,331,2.8
750,10/12/07 23:00,0.7,15,44,66.9,14,0,1,337,2
751,11/12/07 0:00,0.7,11.2,45.9,63.1,14,0,1,339,2
752,11/12/07 1:00,0.8,15,47.8,70.8,18,0,0,309,2
753,11/12/07 2:00,0.7,11.2,55.5,72.7,18,0,-1,311,2
754,11/12/07 3:00,0.7,37.4,59.3,116.7,16,0,-2,296,1
755,11/12/07 4:00,0.7,82.3,68.8,195.10001,10,0,-2,278,1.8
756,11/12/07 5:00,0.8,112.3,80.3,252.39999,4,0,-2,295,2
757,11/12/07 6:00,0.8,164.60001,93.7,346.20001,0,0,-2,281,2
758,11/12/07 7:00,0.8,134.7,82.2,288.79999,0,2,-3,280,2.5
759,11/12/07 8:00,0.9,203.3,101.4,413.10001,0,22,-2,289,1.8
760,11/12/07 9:00,1,124.7,78.4,269.70001,2,89,-1,273,2
761,11/12/07 10:00,0.8,78.6,63.1,183.60001,10,159,1,269,2.5
762,11/12/07 11:00,0.7,68.6,61.2,166.39999,12,178,2,260,2
