"","Site","Time","BP","NO","NO2","NOX","O3","PM10","PM2.5","SOLR","TMP","WDIR","WSPD"
"1676","GR4","02/04/2009 01:00",1014,0,15.3,15.3,45.2,27.8,21,-3,6,78,0.5
"1677","GR4","02/04/2009 03:00",1014,0,12,12,45.4,34.2,23,-3,5,45,0.3
"1678","GR4","02/04/2009 04:00",1014,0.3,16.7,17.2,39.4,36.1,24,-3,4,53,0.3
"1679","GR4","02/04/2009 05:00",1014,1.2,25.8,27.7,28.9,43.6,28,-1,4,21,0.2
"1680","GR4","02/04/2009 06:00",1014,1.2,27.3,29.2,33.9,43,33,20,5,53,0.6
"1681","GR4","02/04/2009 07:00",1014,2.8,26.8,31.1,31.9,37,31,43,8,65,1.1
"1682","GR4","02/04/2009 08:00",1014,4.4,23.4,30.1,35.4,34.7,30,136,9,98,1.6
"1683","GR4","02/04/2009 09:00",1014,4.1,20.6,26.8,40.4,39.5,35,302,11,96,1.9
"1684","GR4","02/04/2009 10:00",1014,3.4,20.1,25.3,36.4,48,39,275,12,75,2.5
"1685","GR4","02/04/2009 11:00",1014,5,22.5,30.1,43.4,51.4,44,456,13,67,2.5
"1686","GR4","02/04/2009 12:00",1014,5.3,18.2,26.3,53.9,51.1,42,498,14,60,2.6
"1687","GR4","02/04/2009 13:00",1013,5.3,19.6,27.7,63.4,53.8,43,788,15,72,3
"1688","GR4","02/04/2009 14:00",1013,2.8,17.2,21.5,71.8,52.2,45,588,14,76,3.3
"1689","GR4","02/04/2009 15:00",1012,1.9,16.3,19.1,79.3,49.6,40,465,14,62,3.2
"1690","GR4","02/04/2009 16:00",1012,1.2,17.7,19.6,88.3,44.4,36,267,14,66,2.9
"1691","GR4","02/04/2009 17:00",1012,2.5,38.7,42.6,51.9,53.8,44,96,13,78,2.6
"1692","GR4","02/04/2009 18:00",1013,0.9,49.7,51.2,26.9,63.1,47,7,11,71,1.9
"1693","GR4","02/04/2009 19:00",1013,3.1,58.3,63.1,6,60.5,46,-2,10,60,1.7
"1694","GR4","02/04/2009 20:00",1014,41.2,70.3,133.39999,1.5,61.5,47,-2,9,57,1.7
"1695","GR4","02/04/2009 21:00",1013,2.8,49.2,53.5,19.5,62.1,45,-2,9,53,2
"1696","GR4","02/04/2009 22:00",1013,0,24.4,24.4,26.4,54.3,42,-2,8,53,1.4
"1697","GR4","02/04/2009 23:00",1013,0,19.1,19.1,30.4,53.6,44,-3,7,56,1.2
"1698","GR4","03/04/2009 00:00",1013,0,15.3,15.3,47.9,56.1,49,-2,8,45,1.6
"1699","GR4","03/04/2009 01:00",1013,0,15.3,15.3,36.6,59.3,55,-2,8,40,1.9
"1700","GR4","03/04/2009 03:00",1012,0,12.4,12.4,44.4,56,52,-2,8,38,1.8
"1701","GR4","03/04/2009 04:00",1012,0,17.2,17.2,41.4,52.1,47,-2,7,57,1.9
"1702","GR4","03/04/2009 05:00",1012,0.3,23.9,24.4,34.9,48.8,41,-2,7,92,1.9
"1703","GR4","03/04/2009 06:00",1012,0.9,29.2,30.6,15.5,44.2,38,6,7,58,2
"1704","GR4","03/04/2009 07:00",1012,4.1,37.3,43.5,16,40.3,35,18,7,60,2
"1705","GR4","03/04/2009 08:00",1013,10.3,44,59.8,18,42.5,35,39,6,58,2.2
"1706","GR4","03/04/2009 09:00",1013,26.8,52.6,93.7,11.5,52.2,44,75,7,101,1.8
"1707","GR4","03/04/2009 10:00",1012,43.7,61.2,128.10001,10.5,66.3,50,153,8,85,2
"1708","GR4","03/04/2009 11:00",1012,46.2,63.6,134.39999,16,71.2,53,305,9,36,1.9
"1709","GR4","03/04/2009 12:00",1011,49,66.5,141.5,19.5,73.5,56,683,11,203,2.1
"1710","GR4","03/04/2009 13:00",1011,43.3,66,132.39999,21.5,75.5,59,750,13,64,2.1
"1711","GR4","03/04/2009 14:00",1010,24.9,60.7,99,28.4,80.1,65,714,14,45,2.2
"1712","GR4","03/04/2009 15:00",1009,19,56.4,85.6,29.4,82.6,67,416,15,78,2.3
"1713","GR4","03/04/2009 16:00",1009,17.8,53.1,80.3,22,83.7,65,278,15,46,2.5
"1714","GR4","03/04/2009 17:00",1009,7.8,43,55,25.4,85.2,71,142,14,59,1.8
"1715","GR4","03/04/2009 18:00",1010,5.6,44.5,53.1,15.5,91.4,78,10,10,83,1.1
"1716","GR4","03/04/2009 19:00",1010,4.1,42.6,48.8,16.5,99.3,82,-3,9,83,0.2
"1717","GR4","03/04/2009 20:00",1011,2.5,32,35.9,23.9,108.4,86,-3,8,30,0.5
"1718","GR4","03/04/2009 21:00",1011,1.6,27.3,29.6,30.4,102.4,82,-3,8,38,1.1
"1719","GR4","03/04/2009 22:00",1010,0.9,23.4,24.9,40.9,100.8,84,-3,7,69,1.2
"1720","GR4","03/04/2009 23:00",1010,0.9,23.4,24.9,48.4,100.5,86,-3,6,3,1.5
"1721","GR4","04/04/2009 00:00",1010,0,17.2,17.2,30.4,94.7,79,-3,6,195,1.2
"1722","GR4","04/04/2009 01:00",1010,0,15.3,15.3,40.6,87.2,74,-3,6,310,1.4
"1723","GR4","04/04/2009 03:00",1009,0,7.7,7.7,95.8,75.8,62,-3,5,172,1.2
"1724","GR4","04/04/2009 04:00",1009,0,11,11,93.8,59,50,-3,5,46,0.9
"1725","GR4","04/04/2009 05:00",1009,0,13.9,13.9,84.8,61.6,54,-2,5,180,0.9
"1726","GR4","04/04/2009 06:00",1009,0.3,18.2,18.6,77.3,67.7,57,7,5,145,0.8
"1727","GR4","04/04/2009 07:00",1009,1.6,23,25.3,68.9,64.9,52,29,5,198,0.8
"1728","GR4","04/04/2009 12:00",1008,3.1,17.7,22.5,77.3,24.2,18,626,11,242,1
"1729","GR4","04/04/2009 13:00",1007,2.2,15.3,18.6,87.8,16.6,13,652,13,221,1.4
"1730","GR4","04/04/2009 14:00",1007,1.6,14.8,17.2,89.3,18.4,15,591,14,216,1.2
"1731","GR4","04/04/2009 15:00",1007,1.2,13.4,15.3,87.8,15.1,10,405,14,197,1.1
"1732","GR4","04/04/2009 16:00",1006,1.6,15.8,18.2,86.3,23.6,13,232,14,231,1.4
"1733","GR4","04/04/2009 17:00",1006,0.6,17.7,18.6,85.3,22.4,13,94,12,210,1.6
"1734","GR4","04/04/2009 19:00",1008,0,34.4,34.4,69.8,18.6,12,-3,8,188,0.8
"1735","GR4","04/04/2009 20:00",1008,0.9,55.9,57.4,45.9,24.7,16,-3,8,191,1.1
"1736","GR4","04/04/2009 21:00",1008,11.2,89.9,107.1,8.5,34.6,24,-3,7,202,1
"1737","GR4","04/04/2009 22:00",1008,9.4,70.8,85.1,20.5,30.6,21,-3,7,204,1.1
"1738","GR4","04/04/2009 23:00",1008,0,32.5,32.5,43.9,18,13,-2,7,197,1.5
"1739","GR4","05/04/2009 00:00",1007,0,30.1,30.1,38.9,16.7,12,-2,7,213,2.4
"1740","GR4","05/04/2009 01:00",1007,0,25.5,25.5,41.9,16.7,10,-2,7,212,2.2
"1741","GR4","05/04/2009 03:00",1007,0.3,33.5,33.9,31.4,14.7,12,-2,8,209,3
"1742","GR4","05/04/2009 04:00",1007,0,25.3,25.3,32.4,16.8,12,-2,8,209,1.9
"1743","GR4","05/04/2009 05:00",1007,0,26.3,26.3,25.9,18.8,12,0,8,221,2.5
"1744","GR4","05/04/2009 06:00",1007,6.2,43.5,53.1,15,22.5,14,15,8,222,2.6
"1745","GR4","05/04/2009 07:00",1008,10,44,59.3,29.9,23.5,16,55,8,222,2.2
"1746","GR4","05/04/2009 08:00",1008,5.3,28.7,36.8,51.9,24.8,15,98,9,220,2.4
"1747","GR4","05/04/2009 09:00",1009,5.6,23.4,32,59.9,21.8,13,156,10,223,2.5
"1748","GR4","05/04/2009 10:00",1009,3.1,15.3,20.1,70.8,21.5,14,199,11,233,2.2
"1749","GR4","05/04/2009 11:00",1009,1.9,14.3,17.2,71.8,20.8,11,503,12,255,2.1
"1750","GR4","05/04/2009 12:00",1009,1.2,13.4,15.3,77.3,25.9,13,618,14,256,2
"1751","GR4","05/04/2009 13:00",1009,1.6,16.7,19.1,72.8,26.5,18,818,16,246,2.1
"1752","GR4","05/04/2009 14:00",1009,1.9,16.7,19.6,73.3,25,16,792,16,264,2.5
"1753","GR4","05/04/2009 15:00",1009,1.6,16.7,19.1,72.3,25.5,17,471,16,267,2.2
"1754","GR4","05/04/2009 16:00",1010,1.9,18.6,21.5,71.3,27.4,18,267,16,262,2.1
"1755","GR4","05/04/2009 17:00",1011,1.2,23.4,25.3,66.4,26.9,18,234,15,273,2.3
"1756","GR4","05/04/2009 18:00",1012,0.9,35.4,36.8,55.4,30.3,19,7,13,276,1.9
"1757","GR4","05/04/2009 19:00",1013,1.9,48.8,51.6,39.4,34.2,23,-2,12,256,1
"1758","GR4","05/04/2009 20:00",1013,1.9,62.2,65,13,50.5,40,-2,11,243,0.7
"1759","GR4","05/04/2009 21:00",1014,4.7,62.2,69.3,2,56.4,45,-2,10,224,0.6
"1760","GR4","05/04/2009 22:00",1014,0,48.8,48.8,14.5,52.3,45,-3,9,304,1
"1761","GR4","05/04/2009 23:00",1015,0.3,45.9,46.4,13.5,55,46,-2,9,104,1.1
"1762","GR4","06/04/2009 00:00",1015,0,38.7,38.7,18,53.1,49,-3,8,119,1.2
"1763","GR4","06/04/2009 01:00",1015,0,34.4,34.4,19.3,52.9,46,-3,8,46,0.7
"1764","GR4","06/04/2009 03:00",1015,0.3,37.8,38.3,8,52.9,45,-3,7,63,0.4
"1765","GR4","06/04/2009 04:00",1015,7.8,45.4,57.4,2,53.5,46,-3,7,5,0.2
"1766","GR4","06/04/2009 05:00",1015,17.2,52.1,78.4,2,64.1,56,1,7,7,0.1
"1767","GR4","06/04/2009 06:00",1015,15.9,50.7,75.1,5,71.6,59,38,7,163,0.2
"1768","GR4","06/04/2009 07:00",1015,11.5,40.6,58.3,17,67.7,56,84,8,99,0.8
"1769","GR4","06/04/2009 08:00",1015,10.9,35.4,52.1,25.9,67.5,56,150,9,92,1.5
"1770","GR4","06/04/2009 09:00",1015,9.4,29.2,43.5,37.9,66.5,52,311,11,89,2.3
"1771","GR4","06/04/2009 10:00",1015,7.2,23.9,34.9,55.9,64,52,449,12,87,2.4
"1772","GR4","06/04/2009 11:00",1015,2.5,18.2,22,76.3,60.1,45,431,12,104,1.8
"1773","GR4","06/04/2009 12:00",1014,2.5,17.7,21.5,88.8,51.3,48,209,13,95,1.7
"1774","GR4","06/04/2009 13:00",1013,1.6,12.4,14.8,95.3,39.1,29,160,13,77,1.7
"1775","GR4","06/04/2009 15:00",1012,1.2,12,13.9,97.3,38.6,28,286,13,78,2
"1776","GR4","06/04/2009 16:00",1011,2.8,15.3,19.6,97.3,38.7,29,201,12,83,2.5
"1777","GR4","06/04/2009 17:00",1011,0.9,19.6,21,96.8,38.6,29,142,12,96,2.3
"1778","GR4","06/04/2009 18:00",1011,0,26.8,26.8,81.8,32.3,25,11,10,100,2.1
"1779","GR4","06/04/2009 19:00",1011,0.3,33,33.5,68.4,32.6,26,-2,9,101,1.6
"1780","GR4","06/04/2009 20:00",1011,0.3,25.3,25.8,77.3,33.8,28,-3,8,86,1.1
"1781","GR4","06/04/2009 21:00",1010,0,29.2,29.2,66.9,42.8,36,-3,7,83,1.1
"1782","GR4","06/04/2009 22:00",1010,0,23.9,23.9,71.3,44.9,40,-3,7,95,1.2
"1783","GR4","06/04/2009 23:00",1009,0.3,15.3,15.8,74.3,39.6,35,-3,7,92,1.5
"1784","GR4","07/04/2009 00:00",1009,0,12,12,74.3,35.3,29,-3,7,77,0.9
"1785","GR4","07/04/2009 01:00",1008,0,5.7,5.7,84.5,10.8,11,-3,7,70,0.8
"1786","GR4","07/04/2009 03:00",1006,0,10.5,10.5,73.8,11.2,13,-3,7,94,0.5
"1787","GR4","07/04/2009 04:00",1005,0,15.8,15.8,66.4,21.4,14,-3,7,74,0.7
"1788","GR4","07/04/2009 05:00",1005,0.9,22.5,23.9,66.9,16.7,11,-1,7,104,1.4
"1789","GR4","07/04/2009 06:00",1004,2.2,27.7,31.1,58.4,20,11,25,8,94,1
"1790","GR4","07/04/2009 07:00",1004,2.5,23.9,27.7,65.4,22.1,13,75,9,122,1.5
"1791","GR4","07/04/2009 08:00",1003,3.4,25.3,30.6,64.4,20.6,13,138,11,139,1.9
"1792","GR4","07/04/2009 09:00",1002,2.8,18.6,23,73.8,18.3,12,266,12,132,2.4
"1793","GR4","07/04/2009 10:00",1001,2.8,17.2,21.5,76.3,16.3,9,432,14,115,2.8
"1794","GR4","07/04/2009 11:00",1000,2.2,13.4,16.7,83.8,19.3,7,542,16,133,2.2
"1795","GR4","07/04/2009 12:00",999,2.8,11.5,15.8,83.8,15.3,10,419,16,155,2.2
"1796","GR4","07/04/2009 15:00",997,2.1,10.8,14,65.9,23.5,10,298,17,177,2.3
"1797","GR4","07/04/2009 16:00",997,1.9,11,13.9,76.3,16.3,10,156,16,172,1.3
"1798","GR4","07/04/2009 17:00",997,1.6,12,14.3,77.8,15.3,9,83,15,177,0.8
"1799","GR4","07/04/2009 18:00",997,1.2,15.8,17.7,73.3,13.1,9,13,14,170,0.4
"1800","GR4","07/04/2009 19:00",997,1.2,17.7,19.6,68.4,13.9,11,-2,13,157,0.3
"1801","GR4","07/04/2009 20:00",997,0.9,15.3,16.7,70.3,15.1,11,-2,12,195,0.4
"1802","GR4","07/04/2009 21:00",996,0,11,11,73.8,13.8,11,-2,12,208,0.4
"1803","GR4","07/04/2009 22:00",996,0,11,11,70.8,15.8,10,-2,11,201,1.3
"1804","GR4","07/04/2009 23:00",996,0,10,10,70.3,17,10,-2,11,208,2
"1805","GR4","08/04/2009 00:00",996,0,6.2,6.2,77.8,14.1,10,-2,11,202,2.3
"1806","GR4","08/04/2009 01:00",996,0,1.9,1.9,79.8,16.1,7,-2,10,230,2.6
"1807","GR4","08/04/2009 03:00",997,0,2.9,2.9,73.3,10.7,7,-2,8,203,1.5
"1808","GR4","08/04/2009 04:00",997,0,3.3,3.3,71.8,6.5,6,-2,8,197,1
"1809","GR4","08/04/2009 05:00",997,0.9,7.2,8.6,65.9,5.9,7,2,8,200,1.6
"1810","GR4","08/04/2009 07:00",998,2.5,23,26.8,58.9,14,8,94,9,221,2.3
"1811","GR4","08/04/2009 08:00",999,4.1,20.1,26.3,64.4,15.4,8,118,10,218,2.3
"1812","GR4","08/04/2009 09:00",999,3.7,16.3,22,68.9,17.2,9,209,10,226,2.7
"1813","GR4","08/04/2009 10:00",999,3.1,13.9,18.6,71.8,24.2,12,338,11,225,2.9
"1814","GR4","08/04/2009 11:00",1000,4.1,14.3,20.6,67.4,20,10,450,12,202,3
"1815","GR4","08/04/2009 12:00",999,2.8,12.9,17.2,71.3,20.6,10,470,13,222,3.2
"1816","GR4","08/04/2009 13:00",999,3.1,12.4,17.2,77.3,16.5,6,490,13,213,2.5
"1817","GR4","08/04/2009 14:00",999,3.4,12.4,17.7,81.8,18.5,9,444,13,202,2.8
"1818","GR4","08/04/2009 15:00",999,2.8,13.4,17.7,81.8,12.8,13,419,13,191,3
"1819","GR4","08/04/2009 16:00",999,2.2,16.3,19.6,80.8,13.4,8,275,12,197,2.6
"1820","GR4","08/04/2009 17:00",1000,1.6,21.5,23.9,75.3,17.3,10,239,11,212,2.7
"1821","GR4","08/04/2009 18:00",1000,1.6,17.7,20.1,72.3,22.8,11,9,10,199,1.9
"1822","GR4","08/04/2009 19:00",1000,1.2,23,24.9,58.4,23.6,14,-2,9,195,1
"1823","GR4","08/04/2009 20:00",1000,0.9,26.3,27.7,54.4,24.8,15,-3,8,164,0.8
"1824","GR4","08/04/2009 21:00",999,0.9,27.3,28.7,49.9,23.3,12,-3,8,147,1
"1825","GR4","08/04/2009 22:00",998,0,23.4,23.4,40.9,24.1,9,-3,8,209,1
"1826","GR4","08/04/2009 23:00",997,0,20.6,20.6,35.4,19.3,12,-2,8,179,0.9
"1827","GR4","09/04/2009 00:00",996,0,16.7,16.7,44.9,20.5,12,-2,9,168,1.8
"1828","GR4","09/04/2009 01:00",995,0,10.8,10.8,52.6,25.3,12,-2,9,216,2.2
"1829","GR4","09/04/2009 03:00",993,0,7.7,7.7,56.9,14.5,10,-2,8,184,2
"1830","GR4","09/04/2009 04:00",993,0.3,11,11.5,43.4,11.6,8,-2,8,185,2.4
"1831","GR4","09/04/2009 05:00",993,2.5,21.5,25.3,26.4,11.6,12,-1,9,189,2.5
"1832","GR4","09/04/2009 06:00",994,3.1,19.6,24.4,32.9,12.1,11,14,10,215,2.6
"1833","GR4","09/04/2009 07:00",995,5.6,20.6,29.2,35.4,10.3,9,65,9,250,2.6
"1834","GR4","09/04/2009 08:00",996,3.7,17.2,23,35.4,11.7,7,177,10,236,2.8
"1835","GR4","09/04/2009 09:00",997,3.1,14.8,19.6,39.9,10.3,8,357,11,226,3.1
"1836","GR4","09/04/2009 10:00",997,2.5,10.5,14.3,44.9,13.6,11,486,12,228,3.2
"1837","GR4","09/04/2009 11:00",998,3.4,13.4,18.6,43.9,15.6,9,569,13,245,3
"1838","GR4","09/04/2009 12:00",998,3.4,12,17.2,46.4,14.2,10,482,14,251,3
"1839","GR4","09/04/2009 13:00",999,2.5,11.5,15.3,43.9,13,10,798,14,213,3.7
"1840","GR4","09/04/2009 14:00",999,1.9,11,13.9,51.4,12.1,9,790,15,244,3.4
"1841","GR4","09/04/2009 15:00",999,1.9,8.6,11.5,60.4,14.2,10,477,15,226,3.3
"1842","GR4","09/04/2009 16:00",999,1.9,11,13.9,59.4,20.3,15,252,15,251,2.9
"1843","GR4","09/04/2009 17:00",1000,1.6,11.5,13.9,61.9,17.4,15,224,15,242,2.4
"1844","GR4","09/04/2009 18:00",1001,1.6,21,23.4,47.9,35.2,32,19,13,202,2
"1845","GR4","09/04/2009 19:00",1002,0.6,25.8,26.8,37.9,24.6,19,-2,11,183,1.3
"1846","GR4","09/04/2009 20:00",1003,1.2,25.8,27.7,41.4,25.1,21,-2,10,205,1.1
"1847","GR4","09/04/2009 21:00",1003,1.2,29.2,31.1,35.9,29.3,23,-2,9,203,1.4
"1848","GR4","09/04/2009 22:00",1003,0.6,23,23.9,43.9,26.9,22,-3,8,166,0.6
"1849","GR4","09/04/2009 23:00",1003,0.6,14.8,15.8,52.4,31.3,25,-3,7,186,0.2
"1850","GR4","10/04/2009 00:00",1003,0,12.4,12.4,56.9,36.7,27,-3,7,168,0.3
"1851","GR4","10/04/2009 01:00",1003,0,14,14,53.2,27.3,22,-2,8,132,1.1
"1852","GR4","10/04/2009 03:00",1002,0,12.9,12.9,47.9,27.7,21,-2,9,154,1
"1853","GR4","10/04/2009 04:00",1001,0,13.9,13.9,44.9,28.4,21,-2,10,178,0.6
"1854","GR4","10/04/2009 05:00",1001,0.3,19.1,19.6,40.4,29.4,22,0,10,172,0.6
"1855","GR4","10/04/2009 06:00",1001,2.8,24.4,28.7,32.9,31.3,24,18,11,200,1.4
"1856","GR4","10/04/2009 07:00",1001,2.5,25.8,29.6,37.9,28.3,24,88,12,173,1.2
"1857","GR4","10/04/2009 08:00",1001,2.8,22.5,26.8,51.4,24.9,17,80,12,157,0.9
"1858","GR4","10/04/2009 09:00",1001,2.5,16.3,20.1,60.9,20.1,15,148,13,193,1.2
"1859","GR4","10/04/2009 10:00",1001,1.2,11,12.9,75.8,14.4,12,152,13,207,1.4
"1860","GR4","10/04/2009 11:00",1001,2.5,19.1,23,57.9,20.8,16,117,13,189,1.3
"1861","GR4","10/04/2009 12:00",1001,1.6,17.7,20.1,65.4,18.8,11,156,13,186,1.3
"1862","GR4","10/04/2009 13:00",1000,1.2,17.2,19.1,60.4,18.6,14,117,13,147,1.1
"1863","GR4","10/04/2009 14:00",1000,1.2,18.2,20.1,53.9,23.1,17,108,14,190,1.2
"1864","GR4","10/04/2009 15:00",999,1.9,20.6,23.4,48.4,23.3,21,325,15,134,1.4
"1865","GR4","10/04/2009 16:00",998,1.2,17.7,19.6,58.4,17.2,17,140,15,161,1.7
"1866","GR4","10/04/2009 17:00",998,1.2,15.3,17.2,58.4,14.4,13,113,14,130,1.9
"1867","GR4","10/04/2009 18:00",998,0.6,18.2,19.1,56.9,12.7,13,21,14,118,2.1
"1868","GR4","10/04/2009 19:00",998,0,16.3,16.3,45.9,13.8,12,-1,13,117,1.4
"1869","GR4","10/04/2009 20:00",997,0.9,26.3,27.7,30.4,21.5,17,-2,12,132,2.2
"1870","GR4","10/04/2009 21:00",997,0.3,27.7,28.2,22,20,20,-2,12,126,2.4
"1871","GR4","10/04/2009 22:00",996,0,17.7,17.7,25.4,18.4,19,-2,12,125,2.8
"1872","GR4","10/04/2009 23:00",995,0.6,23.9,24.9,22,22.7,21,-1,13,129,3.1
"1873","GR4","11/04/2009 00:00",995,0,17.2,17.2,27.4,22.4,19,-1,13,133,3.3
"1874","GR4","11/04/2009 01:00",994,0,14,14,37.9,21.8,17,-2,13,127,2.9
"1875","GR4","11/04/2009 03:00",993,0.3,11.5,12,35.9,17.6,16,-2,11,129,1.3
"1876","GR4","11/04/2009 04:00",993,0,11.5,11.5,29.4,16.7,16,-2,11,149,1
"1877","GR4","11/04/2009 05:00",994,0.9,27.7,29.2,12.5,18.5,17,5,11,194,0.6
"1878","GR4","11/04/2009 06:00",994,0.6,28.2,29.2,15,24.4,23,36,11,174,0.6
"1879","GR4","11/04/2009 07:00",994,3.7,31.6,37.3,11.5,35.5,29,61,12,161,0.6
"1880","GR4","11/04/2009 08:00",993,6.5,32.5,42.6,12.5,39,33,154,13,183,0.5
"1881","GR4","11/04/2009 09:00",993,12.5,40.2,59.3,9.5,43.8,33,191,14,192,1
"1882","GR4","11/04/2009 10:00",993,10,36.3,51.6,18.5,40.7,34,208,15,175,1.1
"1883","GR4","11/04/2009 11:00",993,9,37.8,51.6,17.5,35.6,34,57,15,193,1
"1884","GR4","11/04/2009 12:00",993,7.8,32.5,44.5,20,38.7,32,114,14,198,1
"1885","GR4","11/04/2009 13:00",993,3.7,25.8,31.6,33.9,30.2,22,32,13,173,0.8
"1886","GR4","11/04/2009 14:00",994,2.8,26.3,30.6,35.9,22.5,18,44,12,168,0.9
"1887","GR4","11/04/2009 15:00",994,2.8,27.7,32,33.4,22.3,17,50,12,184,0.6
"1888","GR4","11/04/2009 16:00",994,2.2,27.3,30.6,35.4,20.6,17,57,12,192,0.6
"1889","GR4","11/04/2009 17:00",994,1.2,26.3,28.2,34.9,21.8,17,29,12,201,0.6
"1890","GR4","11/04/2009 18:00",995,0,30.1,30.1,33.4,21.7,18,5,11,193,0.6
"1891","GR4","11/04/2009 19:00",995,0,29.6,29.6,28.9,25.2,19,-2,11,181,0.1
"1892","GR4","11/04/2009 20:00",995,0,28.7,28.7,22.5,26.2,22,-2,10,145,0.6
"1893","GR4","11/04/2009 21:00",996,0.3,28.7,29.2,15,36.7,30,-2,10,110,0.1
"1894","GR4","11/04/2009 22:00",996,0.3,28.2,28.7,13,38.5,37,-2,10,141,0.1
"1895","GR4","11/04/2009 23:00",996,0.3,23,23.4,15.5,46.2,39,-2,10,196,0.1
"1896","GR4","12/04/2009 00:00",996,0.6,23.4,24.4,19,44,38,-2,10,216,0.1
"1897","GR4","12/04/2009 01:00",996,0,17.8,17.8,23.9,45,37,-2,10,263,0.3
"1898","GR4","12/04/2009 03:00",996,0,10,10,26.9,45.8,36,-2,10,84,0.1
"1899","GR4","12/04/2009 04:00",996,0,10.5,10.5,22.5,44.2,37,-2,10,97,0.1
"1900","GR4","12/04/2009 05:00",997,0,13.4,13.4,15.5,50.7,40,-1,10,98,0
"1901","GR4","12/04/2009 06:00",997,0.9,14.3,15.8,14,44.9,36,5,10,83,0.2
"1902","GR4","12/04/2009 07:00",997,1.9,16.3,19.1,13.5,39.4,33,18,10,122,0.4
"1903","GR4","12/04/2009 08:00",998,3.4,19.1,24.4,11.5,43.9,37,49,11,223,0.3
"1904","GR4","12/04/2009 09:00",998,4.1,21,27.3,14,44.9,40,93,10,277,0.7
"1905","GR4","12/04/2009 10:00",998,4.7,20.1,27.3,15.5,42.4,37,156,11,283,0.7
"1906","GR4","12/04/2009 11:00",999,3.7,17.7,23.4,21.5,39.6,34,135,11,236,1
"1907","GR4","12/04/2009 12:00",999,3.1,18.6,23.4,23.4,37.4,35,151,11,301,1.3
"1908","GR4","12/04/2009 13:00",1000,4.4,23,29.6,23,39.1,34,140,11,301,1.3
"1909","GR4","12/04/2009 14:00",1000,4.1,23.9,30.1,24.4,43,35,106,12,253,1.1
"1910","GR4","12/04/2009 15:00",1001,3.7,25.8,31.6,25.9,41.9,34,76,11,284,1
"1911","GR4","12/04/2009 16:00",1001,2.5,29.2,33,24.9,40.8,35,79,11,259,1
"1912","GR4","12/04/2009 17:00",1001,2.5,34.4,38.3,19,40.4,33,33,12,309,0.9
"1913","GR4","12/04/2009 18:00",1002,1.6,37.3,39.7,8.5,38.6,35,6,11,281,0.9
"1914","GR4","12/04/2009 19:00",1002,2.2,46.9,50.2,3,41.9,35,-2,11,233,0.9
"1915","GR4","12/04/2009 20:00",1003,1.2,42.1,44,5.5,40.3,33,-2,11,46,0.6
"1916","GR4","12/04/2009 21:00",1003,1.9,43.5,46.4,4,42.7,35,-2,10,207,0.7
"1917","GR4","12/04/2009 22:00",1003,0.3,38.3,38.7,8,43.9,34,-2,10,171,0.8
"1918","GR4","12/04/2009 23:00",1003,2.8,35.4,39.7,0.5,47.8,41,-2,10,261,0.6
"1919","GR4","13/04/2009 00:00",1003,17.2,34.9,61.2,1,47.1,39,-2,10,270,0.7
"1920","GR4","13/04/2009 01:00",1003,22.9,30.6,65.7,1.3,45.9,41,-2,10,165,0.9
"1921","GR4","13/04/2009 03:00",1003,27.1,36.8,78.4,2,45,39,-2,9,118,0.9
"1922","GR4","13/04/2009 04:00",1003,23.4,37.3,73.2,0.5,50.3,39,-2,9,26,0.9
"1923","GR4","13/04/2009 05:00",1004,8.4,38.3,51.2,1,59.4,48,1,10,223,0.8
"1924","GR4","13/04/2009 06:00",1004,2.5,32,35.9,5,66.1,52,15,10,143,1
"1925","GR4","13/04/2009 07:00",1005,1.9,24.4,27.3,12.5,55.1,46,32,9,199,1.1
"1926","GR4","13/04/2009 08:00",1005,4.1,21.5,27.7,16,50.3,42,41,9,227,1.1
"1927","GR4","13/04/2009 09:00",1005,3.1,20.6,25.3,21,52.8,42,74,10,267,1
"1928","GR4","13/04/2009 10:00",1005,9.4,30.6,44.9,8.5,59.4,48,80,10,117,1
"1929","GR4","13/04/2009 11:00",1005,10,26.3,41.6,19.5,57.4,49,124,11,179,1
"1930","GR4","13/04/2009 12:00",1005,5.6,22,30.6,34.4,56.9,46,108,11,202,0.9
"1931","GR4","13/04/2009 13:00",1005,4.4,22.5,29.2,46.9,49.6,41,133,12,235,0.6
"1932","GR4","13/04/2009 14:00",1005,2.2,17.7,21,58.4,41.8,34,119,13,116,0.6
"1933","GR4","13/04/2009 15:00",1005,2.8,21,25.3,60.9,40.9,36,104,13,35,0.5
"1934","GR4","13/04/2009 16:00",1005,4.1,24.9,31.1,46.4,45.5,44,58,13,70,0.4
"1935","GR4","13/04/2009 17:00",1005,3.7,32,37.8,32.9,62.9,57,33,13,208,0.5
"1936","GR4","13/04/2009 18:00",1005,3.4,41.6,46.9,17,72.5,63,7,12,25,0.3
"1937","GR4","13/04/2009 19:00",1005,1.2,33,34.9,18,65.4,52,-2,12,321,0.4
"1938","GR4","13/04/2009 20:00",1005,0,24.4,24.4,31.9,33,27,-2,12,264,0.4
"1939","GR4","13/04/2009 21:00",1005,10.6,52.1,68.4,5.5,31.1,24,-2,11,290,0.5
"1940","GR4","13/04/2009 22:00",1005,24.6,54.5,92.3,1.5,42.6,34,-2,11,45,0.3
