"","Site","Time","BP","NO","NO2","NOX","O3","PM10","PM2.5","SOLR","TMP","WDIR","WSPD"
"1941","GR4","13/04/2009 23:00",1004,28.7,56.9,100.9,1,34.4,29,-2,11,43,0.2
"1942","GR4","14/04/2009 00:00",1004,39.9,50.7,111.9,2,31.5,28,-2,11,317,0
"1943","GR4","14/04/2009 01:00",1004,25.4,52.9,91.8,1.3,32.1,25,-2,11,317,0
"1944","GR4","14/04/2009 03:00",1003,28.4,49.2,92.8,0,34,29,-2,11,299,0.2
"1945","GR4","14/04/2009 04:00",1003,39.3,49.2,109.5,0,37.8,34,-2,11,314,0.1
"1946","GR4","14/04/2009 05:00",1003,56.1,56.7,142.8,1.5,38.1,35,-1,11,147,0.3
"1947","GR4","14/04/2009 06:00",1003,66.7,59.3,161.60001,2,45,36,3,10,77,0.2
"1948","GR4","14/04/2009 07:00",1003,74.5,62.6,176.89999,3.5,56.4,47,16,10,83,0.3
"1949","GR4","14/04/2009 08:00",1003,45.2,49.7,119.1,10.5,72.7,62,63,11,41,0.6
"1950","GR4","14/04/2009 09:00",1003,27.4,44,86.1,17,71.3,57,63,11,61,0.8
"1951","GR4","14/04/2009 10:00",1003,9,33.9,47.8,35.9,52.1,40,67,11,189,0.4
"1952","GR4","14/04/2009 11:00",1002,20,46.4,77,22,60,47,279,12,229,1
"1953","GR4","14/04/2009 12:00",1002,12.8,36.8,56.4,38.4,51.4,36,290,13,70,1.2
"1954","GR4","22/04/2009 11:00",1017,4.4,17.7,24.4,82.3,25.5,14,610,18,176,0.8
"1955","GR4","22/04/2009 12:00",1017,5.3,19.6,27.7,73.3,25.1,15,449,18,234,0.8
"1956","GR4","22/04/2009 13:00",1016,5.9,20.6,29.6,74.8,20.8,11,569,19,233,1.3
"1957","GR4","22/04/2009 14:00",1016,4.1,19.6,25.8,75.8,24.5,16,698,19,251,1.8
"1958","GR4","22/04/2009 15:00",1015,4.1,24.9,31.1,73.8,31.6,19,528,20,267,1.5
"1959","GR4","22/04/2009 16:00",1015,3.4,28.2,33.5,72.8,26.6,16,263,20,269,1.5
"1960","GR4","22/04/2009 18:00",1017,1.6,19.1,21.5,65.4,30.7,21,27,18,254,1.3
"1961","GR4","22/04/2009 19:00",1017,0.3,27.7,28.2,48.9,30.7,23,0,16,305,1.1
"1962","GR4","22/04/2009 20:00",1018,0.3,29.2,29.6,43.4,36.6,26,-1,15,325,0.8
"1963","GR4","22/04/2009 21:00",1018,1.2,32,33.9,36.9,41.7,30,-1,14,300,1.2
"1964","GR4","22/04/2009 22:00",1018,0.3,33.9,34.4,36.4,43.1,34,-1,13,299,1.8
"1965","GR4","22/04/2009 23:00",1019,0.3,27.3,27.7,39.4,43.7,35,-2,12,206,1.5
"1966","GR4","23/04/2009 00:00",1019,0,18.6,18.6,43.4,37.1,30,-2,11,201,0.3
"1967","GR4","23/04/2009 01:00",1019,0,15.3,15.3,38.6,34.3,30,-2,9,305,0.3
"1968","GR4","23/04/2009 03:00",1019,8.1,26.8,39.2,12.5,40.5,33,-2,9,298,0.8
"1969","GR4","23/04/2009 04:00",1019,9.7,40.2,55,4,41.2,31,-2,8,122,0.6
"1970","GR4","23/04/2009 05:00",1019,2.2,30.6,33.9,17.5,43.5,32,13,8,175,0.5
"1971","GR4","23/04/2009 06:00",1019,6.9,40.2,50.7,25.9,46.6,37,42,10,86,0.3
"1972","GR4","23/04/2009 07:00",1018,6.9,31.1,41.6,60.4,40.7,31,78,11,98,1
"1973","GR4","23/04/2009 08:00",1018,3.4,16.7,22,77.8,26.5,18,198,12,72,1.1
"1974","GR4","23/04/2009 09:00",1018,2.5,11.5,15.3,81.3,23.8,17,362,14,107,1.3
"1975","GR4","23/04/2009 10:00",1018,2.8,8.6,12.9,83.8,27.9,18,510,15,176,1.1
"1976","GR4","23/04/2009 11:00",1018,2.8,8.1,12.4,78.8,29.6,19,655,16,190,1
"1977","GR4","23/04/2009 14:00",1016,2.2,7.7,11,70.3,25.3,20,777,19,152,1
"1978","GR4","23/04/2009 15:00",1015,1.6,8.6,11,82.3,29.3,19,500,19,187,1
"1979","GR4","23/04/2009 16:00",1015,2.2,9.1,12.4,84.3,35.3,19,250,19,134,0.9
"1980","GR4","23/04/2009 17:00",1015,1.2,11,12.9,83.3,26.4,19,234,18,184,0.9
"1981","GR4","23/04/2009 18:00",1015,0.3,15.8,16.3,79.8,32,21,30,16,181,1.5
"1982","GR4","23/04/2009 19:00",1015,0,26.8,26.8,65.4,29.8,19,0,14,197,0.6
"1983","GR4","23/04/2009 20:00",1016,0,33.9,33.9,51.9,30.4,21,-2,13,143,0.9
"1984","GR4","23/04/2009 21:00",1016,0,24.9,24.9,57.4,32.3,24,-2,12,198,0.7
"1985","GR4","23/04/2009 22:00",1016,0,23.9,23.9,52.9,38.3,26,-2,12,215,1.3
"1986","GR4","23/04/2009 23:00",1016,0,20.1,20.1,50.9,42.9,31,-2,11,223,1
"1987","GR4","24/04/2009 00:00",1015,0,22.5,22.5,40.9,42.2,32,-2,11,243,0.6
"1988","GR4","24/04/2009 01:00",1015,0,27.4,27.4,33.3,48.7,38,-2,10,241,0.3
"1989","GR4","24/04/2009 03:00",1015,0,14.8,14.8,41.9,52.4,39,-3,8,262,0.1
"1990","GR4","24/04/2009 04:00",1015,0.6,16.7,17.7,37.4,53.6,39,-2,8,271,0.1
"1991","GR4","24/04/2009 05:00",1015,2.5,23,26.8,32.4,54.8,41,22,8,247,0.2
"1992","GR4","24/04/2009 06:00",1015,5,23.4,31.1,35.4,48.6,36,67,10,200,0.2
"1993","GR4","24/04/2009 07:00",1015,5.9,21.5,30.6,43.9,42.9,30,134,12,210,1.2
"1994","GR4","24/04/2009 08:00",1015,10.3,13.4,29.2,59.9,41.6,24,193,13,209,1.8
"1995","GR4","24/04/2009 09:00",1015,16.8,12,37.8,69.8,36.7,21,299,14,158,1.3
"1996","GR4","24/04/2009 10:00",1015,1.2,4.8,6.7,90.8,29.3,17,442,16,173,1.1
"1997","GR4","24/04/2009 11:00",1014,26.2,11.5,51.6,100.3,31.8,21,587,17,152,1.2
"1998","GR4","24/04/2009 12:00",1014,19.6,9.1,39.2,104.3,30.9,19,716,18,161,1.3
"1999","GR4","24/04/2009 13:00",1013,7.8,9.1,21,101.8,31.2,21,715,18,183,1.4
"2000","GR4","24/04/2009 14:00",1013,1.2,6.2,8.1,102.8,31.6,21,573,18,186,1.3
"2001","GR4","24/04/2009 15:00",1013,0.9,5.3,6.7,106.3,34.7,23,461,18,188,1.1
"2002","GR4","24/04/2009 16:00",1012,0.9,10,11.5,102.8,30.7,20,249,17,148,1.1
"2003","GR4","24/04/2009 17:00",1012,0.6,13.9,14.8,95.8,26.9,19,149,16,184,1.1
"2004","GR4","24/04/2009 18:00",1013,0.6,22,23,78.8,25.7,19,38,14,164,0.8
"2005","GR4","24/04/2009 19:00",1013,0,32,32,60.4,29.3,24,0,13,133,0.9
"2006","GR4","24/04/2009 20:00",1013,0,35.9,35.9,58.4,34.2,25,-2,12,116,0.9
"2007","GR4","24/04/2009 21:00",1012,0,26.3,26.3,64.4,47.9,35,-2,11,125,1.5
"2008","GR4","24/04/2009 22:00",1012,0,33,33,50.4,45.1,33,-2,10,113,1.4
"2009","GR4","24/04/2009 23:00",1012,0,34.4,34.4,41.9,39.8,30,-2,10,107,1.1
"2010","GR4","25/04/2009 00:00",1011,0,37.3,37.3,39.9,38.6,30,-2,9,115,1.1
"2011","GR4","25/04/2009 01:00",1011,0,21.7,21.7,54.5,32.1,24,-2,10,119,1.6
"2012","GR4","25/04/2009 03:00",1010,0,11,11,66.9,25.1,18,-2,9,133,1.7
"2013","GR4","25/04/2009 04:00",1010,0,9.6,9.6,67.4,28.2,19,-1,9,132,1.6
"2014","GR4","25/04/2009 05:00",1009,0,12.4,12.4,61.9,29.3,22,16,9,125,2.2
"2015","GR4","25/04/2009 06:00",1009,1.6,13.9,16.3,54.9,25.9,18,36,10,123,2.2
"2016","GR4","25/04/2009 07:00",1009,0.9,14.3,15.8,74.3,19,16,65,11,132,2.5
"2017","GR4","25/04/2009 08:00",1008,1.2,9.1,11,92.8,16.9,14,205,13,129,3.3
"2018","GR4","25/04/2009 09:00",1008,1.6,8.1,10.5,90.3,16.7,10,381,15,134,3
"2019","GR4","25/04/2009 10:00",1007,1.9,7.7,10.5,84.3,13.7,7,536,15,132,3.8
"2020","GR4","25/04/2009 11:00",1007,1.2,6.2,8.1,88.3,13.7,8,691,16,128,4
"2021","GR4","25/04/2009 12:00",1006,1.2,5.7,7.7,91.3,15.3,10,824,16,130,3.5
"2022","GR4","25/04/2009 13:00",1005,1.2,3.3,5.3,93.8,11.9,6,875,17,114,3.3
"2023","GR4","25/04/2009 14:00",1004,1.2,2.4,4.3,93.3,16.2,7,728,16,134,3.1
"2024","GR4","25/04/2009 15:00",1004,0.9,3.3,4.8,93.8,18.3,8,536,16,139,3.7
"2025","GR4","25/04/2009 16:00",1003,1.2,3.8,5.7,90.3,18.5,10,204,16,118,3.6
"2026","GR4","25/04/2009 17:00",1003,0.9,4.3,5.7,89.8,16.8,8,91,15,119,2.8
"2027","GR4","25/04/2009 18:00",1002,0.9,9.1,10.5,84.3,15.3,7,25,14,129,1.6
"2028","GR4","25/04/2009 19:00",1002,0,14.8,14.8,65.4,16.3,9,0,13,116,1
"2029","GR4","25/04/2009 20:00",1002,0,19.6,19.6,50.9,16.5,10,-2,12,119,1.9
"2030","GR4","25/04/2009 21:00",1001,0,43.5,43.5,19.5,29.2,20,-2,12,107,2.3
"2031","GR4","25/04/2009 22:00",1001,0,40.6,40.6,20,32.5,24,-2,11,87,1.6
"2032","GR4","25/04/2009 23:00",1000,0,14.3,14.3,41.4,24.2,16,-2,11,82,1.3
"2033","GR4","26/04/2009 00:00",999,0,15.3,15.3,40.9,17.3,12,-2,10,89,1.6
"2034","GR4","26/04/2009 01:00",998,0,17.8,17.8,37.3,16.3,12,-2,10,117,1.4
"2035","GR4","26/04/2009 03:00",996,0,23.9,23.9,26.4,19,13,-2,10,123,2.6
"2036","GR4","26/04/2009 04:00",996,0.3,25.8,26.3,21,18.5,14,-1,10,109,3
"2037","GR4","26/04/2009 05:00",995,5,38.7,46.4,13,35,27,14,10,138,2.2
"2038","GR4","26/04/2009 06:00",996,10.3,32,47.8,25.9,42.7,33,25,10,159,0.9
"2039","GR4","26/04/2009 07:00",996,4.4,17.2,23.9,47.4,33.9,25,56,10,191,0.9
"2040","GR4","26/04/2009 08:00",997,2.5,9.6,13.4,70.8,23.5,17,185,11,196,1.5
"2041","GR4","26/04/2009 09:00",997,0.9,4.3,5.7,87.8,14.1,10,327,12,173,1.7
"2042","GR4","26/04/2009 10:00",997,0.9,3.3,4.8,89.8,12.9,7,323,12,208,3.2
"2043","GR4","26/04/2009 11:00",998,0.9,3.3,4.8,88.8,18.3,11,645,14,199,2.3
"2044","GR4","26/04/2009 12:00",998,0.9,3.8,5.3,90.8,14.1,8,687,14,197,2.8
"2045","GR4","26/04/2009 13:00",999,0.9,1.9,3.3,94.8,14.7,10,808,14,194,2.7
"2046","GR4","26/04/2009 14:00",999,0.6,1.4,2.4,95.3,11.4,6,784,14,185,3.3
"2047","GR4","26/04/2009 15:00",1000,0.9,1.4,2.9,96.3,8.8,6,614,14,163,2.7
"2048","GR4","26/04/2009 16:00",1000,0,3.3,3.3,100.3,8.4,3,341,14,172,1.8
"2049","GR4","26/04/2009 17:00",1001,0,4.8,4.8,92.8,8,7,313,13,189,1.6
"2050","GR4","26/04/2009 18:00",1001,0.6,7.2,8.1,85.8,10.6,7,27,12,216,1.3
"2051","GR4","26/04/2009 19:00",1002,0.3,15.8,16.3,68.4,10.3,9,1,10,204,0.1
"2052","GR4","26/04/2009 20:00",1002,0,24.4,24.4,42.9,13.9,11,-3,8,91,0
"2053","GR4","26/04/2009 21:00",1003,0,23.9,23.9,35.9,19.5,14,-3,8,114,0.1
"2054","GR4","26/04/2009 22:00",1003,0,24.9,24.9,33.9,22.8,17,-3,8,136,0.3
"2055","GR4","26/04/2009 23:00",1002,0,16.7,16.7,38.9,16.1,13,-3,7,137,0.1
"2056","GR4","27/04/2009 00:00",1002,0,14.3,14.3,44.9,15.9,10,-3,6,129,0.1
"2057","GR4","27/04/2009 01:00",1002,0,9.6,9.6,43.9,16,12,-3,6,140,0
"2058","GR4","27/04/2009 03:00",1002,0,8.1,8.1,59.9,16.9,12,-3,6,62,0.5
"2059","GR4","27/04/2009 04:00",1001,0,12.9,12.9,55.4,19.3,13,-2,5,62,0.6
"2060","GR4","27/04/2009 05:00",1001,1.9,22.5,25.3,41.9,23.7,16,20,6,68,0.8
"2061","GR4","27/04/2009 06:00",1001,3.4,17.7,23,54.9,23.6,17,36,8,102,1
"2062","GR4","27/04/2009 07:00",1000,2.5,16.7,20.6,59.9,18.1,13,64,10,101,1.1
"2063","GR4","27/04/2009 08:00",1000,10.9,16.7,33.5,51.4,12.5,10,211,12,113,1.6
"2064","GR4","27/04/2009 09:00",1000,5,10.5,18.2,59.4,12.2,6,367,14,116,2
"2065","GR4","27/04/2009 10:00",999,5.3,7.7,15.8,68.4,12.4,10,504,15,156,1.7
"2066","GR4","27/04/2009 11:00",999,3.4,5.3,10.5,67.9,11.8,11,478,16,161,1.4
"2067","GR4","27/04/2009 12:00",998,2.2,8.6,12,73.8,11,9,697,16,159,1.5
"2068","GR4","27/04/2009 13:00",997,14,25.8,47.3,75.3,11.7,8,873,17,180,1.7
"2069","GR4","27/04/2009 14:00",997,3.1,17.7,22.5,75.3,11.8,11,857,17,170,1.5
"2070","GR4","27/04/2009 15:00",996,3.1,14.8,19.6,73.8,8.3,6,652,16,171,1.5
"2071","GR4","27/04/2009 16:00",996,2.2,16.7,20.1,69.4,11.7,7,351,16,207,1.3
"2072","GR4","27/04/2009 17:00",996,2.2,19.1,22.5,60.4,10.1,7,329,15,190,1
"2073","GR4","27/04/2009 18:00",996,1.2,18.6,20.6,57.4,11.7,7,28,13,202,1.3
"2074","GR4","27/04/2009 19:00",997,0.6,19.6,20.6,51.4,10.6,10,1,12,190,1.3
"2075","GR4","27/04/2009 20:00",996,0.6,27.7,28.7,34.9,11,8,-2,10,201,0.3
"2076","GR4","27/04/2009 21:00",996,1.2,30.6,32.5,23.4,11.8,9,-3,8,200,0.1
"2077","GR4","27/04/2009 22:00",995,0.6,28.7,29.6,13,16.2,14,-3,8,204,0.4
"2078","GR4","27/04/2009 23:00",995,0,22,22,13.5,14.7,11,-3,8,208,0.4
"2079","GR4","28/04/2009 00:00",994,6.5,26.8,36.8,5.5,14.6,12,-3,8,192,0.2
"2080","GR4","28/04/2009 01:00",993,4.6,30,37,0,17,14,-3,7,201,0.1
"2081","GR4","28/04/2009 03:00",992,1.6,14.8,17.2,10,15.4,12,-2,8,182,0.3
"2082","GR4","28/04/2009 04:00",991,19.6,27.3,57.4,0,15.4,12,-1,8,200,0.9
"2083","GR4","28/04/2009 05:00",990,16.8,27.7,53.5,1.5,17.3,14,15,8,197,0.3
"2084","GR4","28/04/2009 06:00",990,25.3,39.2,77.9,9.5,20,15,57,9,192,1.4
"2085","GR4","28/04/2009 07:00",989,20.6,35.4,66.9,22.5,26.4,18,90,10,185,1.7
"2086","GR4","28/04/2009 08:00",988,10,24.9,40.2,44.9,23.8,19,98,10,175,1
"2087","GR4","28/04/2009 09:00",988,5.3,21,29.2,52.9,21,15,113,10,183,1.9
"2088","GR4","28/04/2009 10:00",987,4.1,21.5,27.7,54.9,18.8,12,234,10,191,2.4
"2089","GR4","28/04/2009 11:00",986,27.1,24.4,66,51.4,19.4,13,210,10,156,2.1
"2090","GR4","28/04/2009 12:00",986,2.2,11,14.3,69.8,14.5,9,123,9,213,2.2
"2091","GR4","28/04/2009 13:00",987,5.9,15.8,24.9,65.9,16.7,10,176,8,228,2.4
"2092","GR4","28/04/2009 14:00",987,3.7,22.5,28.2,54.4,15.9,12,155,8,192,1.9
"2093","GR4","28/04/2009 15:00",987,4.7,22.5,29.6,51.9,12.7,9,129,8,215,1.7
"2094","GR4","28/04/2009 16:00",987,3.4,32,37.3,41.4,12,10,106,9,203,1.5
"2095","GR4","28/04/2009 17:00",987,6.9,49.7,60.2,29.4,20.9,13,72,9,204,1
"2096","GR4","28/04/2009 18:00",987,2.5,40.6,44.5,34.9,18.6,14,39,9,203,0.9
"2097","GR4","28/04/2009 19:00",988,0,18.6,18.6,37.9,12.3,9,0,8,215,1.3
"2098","GR4","28/04/2009 20:00",988,0.3,35.4,35.9,15.5,11.3,9,-3,8,202,0.9
"2099","GR4","28/04/2009 21:00",988,4.1,49.2,55.5,2.5,15.4,13,-3,7,211,0.6
"2100","GR4","28/04/2009 22:00",989,7.2,48.3,59.3,1.5,20.9,16,-3,6,210,0.5
"2101","GR4","28/04/2009 23:00",989,0.9,21,22.5,15.5,20.1,17,-3,5,231,0.3
"2102","GR4","29/04/2009 00:00",989,16.2,29.2,54,6,20.2,17,-3,5,266,0.3
"2103","GR4","29/04/2009 01:00",989,3.3,25.5,30.6,4,20.9,16,-4,4,269,0.1
"2104","GR4","29/04/2009 03:00",990,8.7,21.5,34.9,3,17,16,-4,4,235,0.2
"2105","GR4","29/04/2009 04:00",990,41.5,29.6,93.2,1.5,18.9,16,-2,3,220,0.3
"2106","GR4","29/04/2009 05:00",991,54.3,29.2,112.4,2,22.5,18,17,4,223,0.2
"2107","GR4","29/04/2009 06:00",991,133.8,62.2,267.29999,3,35.9,27,40,5,205,0.4
"2108","GR4","29/04/2009 07:00",991,43.3,51.6,118.1,18.5,38.7,26,70,7,128,0.5
"2109","GR4","29/04/2009 08:00",992,6.2,17.7,27.3,64.9,23.2,19,205,10,130,0.8
"2110","GR4","29/04/2009 09:00",992,5.9,13.4,22.5,76.3,11.5,10,245,10,183,0.8
"2111","GR4","29/04/2009 10:00",992,1.9,5.3,8.1,85.3,11.3,7,127,10,217,0.9
"2112","GR4","29/04/2009 11:00",992,6.2,4.8,14.3,87.8,13.5,10,105,11,188,0.3
"2113","GR4","29/04/2009 12:00",993,7.8,8.1,20.1,87.8,12.4,8,179,11,132,0.6
"2114","GR4","29/04/2009 13:00",993,9.4,12.9,27.3,85.8,12.2,12,256,12,176,1
"2115","GR4","29/04/2009 14:00",993,3.1,8.6,13.4,91.3,17.5,12,73,10,163,1.1
"2116","GR4","29/04/2009 15:00",994,2.8,7.7,12,102.8,25.7,16,206,9,275,0.3
"2117","GR4","29/04/2009 16:00",994,1.2,10.5,12.4,99.8,13.7,10,135,10,282,0.2
"2118","GR4","29/04/2009 17:00",993,1.9,10,12.9,97.8,16.2,9,270,11,274,0.2
"2119","GR4","29/04/2009 18:00",994,0.6,14.8,15.8,82.8,16.9,11,42,11,118,0.4
"2120","GR4","29/04/2009 19:00",995,0.9,22,23.4,63.9,16.6,12,1,9,148,0.1
"2121","GR4","29/04/2009 20:00",995,0.3,18.2,18.6,63.4,16.7,10,-3,7,147,0.3
"2122","GR4","29/04/2009 21:00",996,0,19.6,19.6,59.4,14.5,12,-3,6,89,0.1
"2123","GR4","29/04/2009 22:00",996,0,18.6,18.6,44.9,16.5,12,-3,6,95,0.1
"2124","GR4","29/04/2009 23:00",997,0,14.3,14.3,48.4,17.6,11,-3,5,187,0.2
"2125","GR4","30/04/2009 00:00",996,0,12.4,12.4,45.4,20.3,14,-3,5,280,0.3
"2126","GR4","30/04/2009 01:00",997,0,11.5,11.5,41.9,23.1,18,-3,4,101,0.2
"2127","GR4","30/04/2009 03:00",998,0,8.6,8.6,51.9,21.2,16,-3,4,70,0.2
"2128","GR4","30/04/2009 04:00",998,0,13.9,13.9,52.4,19.8,13,-2,4,328,0.1
"2129","GR4","30/04/2009 05:00",999,1.9,27.3,30.1,42.4,24.8,19,17,4,94,0
"2130","GR4","30/04/2009 06:00",999,5.3,36.3,44.5,29.4,32.4,23,37,7,168,0.2
"2131","GR4","30/04/2009 07:00",999,7.5,33,44.5,29.4,31.9,24,68,9,230,0.4
"2132","GR4","30/04/2009 08:00",1000,5.6,21,29.6,36.9,32.3,23,217,12,179,0.9
"2133","GR4","30/04/2009 09:00",1000,4.7,13.9,21,42.4,29.1,22,389,13,150,1
"2134","GR4","30/04/2009 10:00",1000,1.9,9.1,12,53.9,22.2,15,558,14,155,1.4
"2135","GR4","30/04/2009 11:00",1001,1.9,7.7,10.5,57.9,23.5,14,698,15,175,1.5
"2136","GR4","30/04/2009 12:00",1001,1.9,9.1,12,56.4,20.5,15,680,16,189,1.5
"2137","GR4","30/04/2009 13:00",1001,6.2,11,20.6,57.4,21.4,15,381,16,185,1.5
"2138","GR4","30/04/2009 14:00",1002,2.8,10,14.3,59.4,15.3,11,611,16,205,2
"2139","GR4","30/04/2009 15:00",1002,3.1,9.6,14.3,64.4,14,9,645,16,202,1.9
"2140","GR4","30/04/2009 16:00",1002,1.9,9.1,12,63.4,14.2,10,357,16,198,1.3
"2141","GR4","30/04/2009 17:00",1003,5,12.9,20.6,59.4,14.5,12,235,15,184,2
"2142","GR4","30/04/2009 18:00",1003,0.9,14.3,15.8,65.9,20.9,16,24,13,195,1.4
"2143","GR4","30/04/2009 19:00",1004,0.3,18.2,18.6,50.4,26.6,18,2,11,223,0.4
"2144","GR4","30/04/2009 20:00",1005,0,16.7,16.7,39.4,25.7,17,-2,10,209,0.5
"2145","GR4","30/04/2009 21:00",1005,0,20.1,20.1,29.4,27.2,21,-3,9,209,0.4
"2146","GR4","30/04/2009 22:00",1006,0.6,36.8,37.8,11,30.4,23,-3,7,201,0
"2147","GR4","30/04/2009 23:00",1006,0.6,36.3,37.3,9.5,31.4,24,-3,6,205,0.2
"2148","GR4","01/05/2009 00:00",1006,7.5,44.9,56.4,1,28.6,22,-3,6,125,0.7
"2149","GR4","01/05/2009 01:00",1006,8.7,45.9,59.3,0,28.5,21,-3,7,102,0.7
"2150","GR4","01/05/2009 03:00",1006,55.5,40.2,125.3,0,28,23,-2,8,111,0.9
"2151","GR4","01/05/2009 04:00",1006,71.4,37.3,146.8,0,29.7,22,0,9,121,0.5
"2152","GR4","01/05/2009 05:00",1006,100.4,38.3,192.2,0,33.2,24,11,10,137,1.1
"2153","GR4","01/05/2009 06:00",1006,122.9,60.7,249.10001,2,45.9,33,52,10,131,1.7
"2154","GR4","01/05/2009 07:00",1006,18.1,37.3,65,29.4,29.8,20,101,11,125,2
"2155","GR4","01/05/2009 08:00",1006,4.4,18.6,25.3,66.9,25.9,17,195,12,140,1.5
"2156","GR4","01/05/2009 09:00",1006,2.2,9.1,12.4,76.8,27.7,16,114,13,127,1
"2157","GR4","01/05/2009 10:00",1006,10.3,11.5,27.3,73.3,23.1,14,240,14,143,1.3
"2158","GR4","01/05/2009 11:00",1006,5,7.7,15.3,74.3,19.6,12,246,15,129,1.4
"2159","GR4","01/05/2009 12:00",1006,2.8,3.8,8.1,78.8,16.8,8,194,15,176,1
"2160","GR4","01/05/2009 13:00",1007,3.7,10,15.8,71.8,16.5,12,227,16,163,0.9
"2161","GR4","01/05/2009 14:00",1007,2.5,7.7,11.5,71.8,15.9,13,212,16,145,1.3
"2162","GR4","01/05/2009 15:00",1007,3.7,14.8,20.6,64.9,19.7,15,292,17,185,1
"2163","GR4","01/05/2009 16:00",1008,4.1,17.7,23.9,68.4,25.9,17,237,16,155,1
"2164","GR4","01/05/2009 17:00",1008,2.8,21,25.3,70.3,27.9,18,139,16,169,0.9
"2165","GR4","01/05/2009 18:00",1009,1.6,20.6,23,70.8,23.1,14,58,15,164,0.6
"2166","GR4","01/05/2009 19:00",1010,1.2,20.1,22,67.4,18.8,11,4,13,219,0.1
"2167","GR4","01/05/2009 20:00",1011,1.2,19.6,21.5,61.9,21.3,11,-2,13,251,0
"2168","GR4","01/05/2009 21:00",1011,0.6,18.6,19.6,58.9,25.2,12,-2,12,251,0
"2169","GR4","01/05/2009 22:00",1012,0,17.7,17.7,53.9,25.1,14,-2,12,191,0.1
"2170","GR4","01/05/2009 23:00",1012,0.6,21.5,22.5,40.4,23.2,14,-2,12,128,0.2
"2171","GR4","02/05/2009 00:00",1012,0.3,16.7,17.2,41.9,23.7,14,-2,11,52,0.2
"2172","GR4","02/05/2009 01:00",1012,0,12.8,12.8,40.6,22.1,16,-2,11,51,0.3
"2173","GR4","02/05/2009 03:00",1013,0,10,10,34.9,24.4,14,-2,9,49,0.4
"2174","GR4","02/05/2009 04:00",1013,0,14.8,14.8,31.9,25,12,0,9,27,0.3
"2175","GR4","02/05/2009 05:00",1013,1.2,18.2,20.1,35.9,28.8,12,20,9,6,0.1
"2176","GR4","02/05/2009 06:00",1013,1.6,14.8,17.2,41.9,29.4,15,43,11,113,0.4
"2177","GR4","02/05/2009 07:00",1014,4.4,18.2,24.9,44.9,31.7,16,77,14,178,0.6
"2178","GR4","02/05/2009 08:00",1014,4.4,20.1,26.8,44.9,35.2,18,219,16,177,1
"2179","GR4","02/05/2009 09:00",1014,4.4,18.2,24.9,53.4,31.6,19,388,18,197,1.1
"2180","GR4","02/05/2009 10:00",1014,3.1,12.9,17.7,66.9,28.4,17,536,19,176,1.7
"2181","GR4","02/05/2009 11:00",1014,3.1,12,16.7,75.3,19,12,599,19,181,1.9
"2182","GR4","02/05/2009 12:00",1014,2.5,10.5,14.3,79.8,24.1,14,786,19,194,2.3
"2183","GR4","02/05/2009 13:00",1014,1.2,7.2,9.1,86.8,19,8,876,18,147,1.8
"2184","GR4","02/05/2009 14:00",1014,0.6,8.1,9.1,89.3,19.6,12,803,18,204,1.8
"2185","GR4","02/05/2009 15:00",1014,0.3,7.7,8.1,89.8,28.8,13,411,18,213,2.8
"2186","GR4","02/05/2009 16:00",1014,0.9,8.1,9.6,92.3,26.4,14,274,18,209,2.6
"2187","GR4","02/05/2009 18:00",1015,0,12,12,79.8,29.2,17,34,16,221,2.7
"2188","GR4","02/05/2009 19:00",1015,0,29.2,29.2,61.4,29.2,18,1,15,210,2.3
"2189","GR4","02/05/2009 20:00",1016,1.2,27.7,29.6,54.4,33,21,-1,14,215,2.6
"2190","GR4","02/05/2009 21:00",1017,0.3,27.7,28.2,49.4,32.9,19,-2,13,214,2.3
"2191","GR4","02/05/2009 22:00",1017,0.3,28.2,28.7,42.4,35.2,19,-2,12,212,1.8
"2192","GR4","02/05/2009 23:00",1017,0.6,33.9,34.9,33.9,32.9,21,-2,11,199,1
"2193","GR4","03/05/2009 00:00",1018,0,21.5,21.5,46.9,32.4,16,-2,11,211,1.1
"2194","GR4","03/05/2009 01:00",1018,0,8.9,8.9,61.2,27.6,15,-2,11,203,0.7
"2195","GR4","03/05/2009 03:00",1018,0,6.7,6.7,57.9,23.5,14,-2,11,227,0.8
"2196","GR4","03/05/2009 04:00",1019,0,8.1,8.1,55.9,23.8,10,1,10,240,0.8
"2197","GR4","03/05/2009 05:00",1019,0,10,10,53.4,20.1,12,23,9,233,1.1
"2198","GR4","03/05/2009 06:00",1019,0.6,9.6,10.5,55.9,23.7,11,42,10,263,1.1
"2199","GR4","03/05/2009 07:00",1020,1.2,6.7,8.6,60.4,28.1,13,77,11,234,1.5
"2200","GR4","03/05/2009 08:00",1020,1.2,6.2,8.1,58.9,27.3,13,224,13,265,1.2
"2201","GR4","03/05/2009 09:00",1020,0,5.7,5.7,65.4,19.6,10,382,15,227,1.1
"2202","GR4","03/05/2009 10:00",1020,0.3,1.9,2.4,70.3,14,10,510,16,248,1.4
"2203","GR4","03/05/2009 11:00",1020,0,1.9,1.9,71.3,14.5,8,677,16,236,1.5
"2204","GR4","03/05/2009 12:00",1019,0,1.4,1.4,76.3,5.3,4,569,16,214,1.3
"2205","GR4","03/05/2009 13:00",1019,0,1.9,1.9,76.3,12.1,8,798,18,218,1
